ID,region name,local government authority,postcode,location,longitude,latitude
1380,Grampians,West Wimmera,3319,BENAYEO,141.0081184,-36.8245032
1381,Grampians,West Wimmera,3319,BRINGALBERT,141.1553264,-36.8420878
1382,Grampians,West Wimmera,3318,CHARAM,141.5068077,-36.9863757
1383,Grampians,West Wimmera,3318,CONNEWIRRICOO,141.5068077,-36.9863757
1384,Grampians,West Wimmera,3318,EDENHOPE,141.2971462,-37.0359278
1385,Grampians,West Wimmera,3412,GOROKE,141.4723932,-36.7186324
1386,Grampians,West Wimmera,3317,HARROW,141.5944664,-37.1615138
1387,Grampians,West Wimmera,3318,KADNOOK,141.3857659,-37.1455003
1388,Grampians,West Wimmera,3419,KANIVA,141.2385374,-36.3785582
1389,Grampians,West Wimmera,3318,LANGKOOP,141.0362862,-37.1039001
1390,Grampians,West Wimmera,3420,LILLIMUR,141.129108,-36.3620543
1391,Grampians,West Wimmera,3413,MINIMAY,141.1761496,-36.7104661
1392,Grampians,West Wimmera,3415,MIRAM,141.3483244,-36.352672
1393,Grampians,West Wimmera,3413,NEUARPURR,141.0580307,-36.7016688
1394,Grampians,West Wimmera,3413,OZENKADNOOK,141.3314699,-36.843912
1395,Grampians,West Wimmera,3318,PATYAH,141.2495794,-36.8965024
1396,Grampians,West Wimmera,3413,PERONNE,141.3754229,-36.7241554
1397,Grampians,West Wimmera,3420,SERVICETON,140.9888212,-36.3743682
1398,Grampians,West Wimmera,3420,TELOPEA DOWNS,141.1084674,-36.126156
1399,Grampians,West Wimmera,3318,ULLSWATER,141.3788564,-36.928605
1400,Grampians,Yarriambiack,3393,AUBREY,142.2397005,-36.2411093
1401,Grampians,Yarriambiack,3393,BANGERANG,142.567989,-36.198995
1402,Grampians,Yarriambiack,3485,BANYAN,142.7624119,-35.6494449
1403,Grampians,Yarriambiack,3388,BANYENA,142.8166396,-36.5721952
1404,Grampians,Yarriambiack,3395,BEULAH,142.8166396,-36.5721952
1405,Grampians,Yarriambiack,3392,BOOLITE,142.6576374,-36.3383334
1406,Grampians,Yarriambiack,3391,BRIM,142.421118,-36.07731
1407,Grampians,Yarriambiack,3393,CANNUM,142.2436447,-36.3103081
1408,Grampians,Yarriambiack,3393,CRYMELON,142.2681433,-36.1540948
1409,Grampians,Yarriambiack,3396,HOPETOUN,142.3635906,-35.7277152
1410,Grampians,Yarriambiack,3393,KELLALAC,142.4010727,-36.3818905
1411,Grampians,Yarriambiack,3395,KENMARE,142.1661705,-35.9103145
1412,Grampians,Yarriambiack,3390,KEWELL,142.4221788,-36.5137627
1413,Grampians,Yarriambiack,3393,LAH,142.4214207,-36.1264323
1414,Grampians,Yarriambiack,3392,MINYIP,142.5871487,-36.4599376
1415,Grampians,Yarriambiack,3390,MURTOA,142.4665358,-36.6153184
1416,Grampians,Yarriambiack,3491,PATCHEWOLLOCK,142.2333792,-35.4431549
1417,Grampians,Yarriambiack,3395,REEDY DAM,142.6429017,-35.9647903
1418,Grampians,Yarriambiack,3395,ROSEBERY,142.5419039,-36.1491
1419,Grampians,Yarriambiack,3388,RUPANYUP,142.6306505,-36.6327336
1420,Grampians,Yarriambiack,3392,SHEEP HILLS,142.5311143,-36.3450779
1421,Grampians,Yarriambiack,3488,SPEED,142.4381254,-35.400822
1422,Grampians,Yarriambiack,3489,TEMPY,142.424568,-35.3443435
1423,Grampians,Yarriambiack,3488,TURRIFF,142.4710655,-35.4580612
1424,Grampians,Yarriambiack,3488,TURRIFF EAST,142.5872519,-35.444025
1425,Grampians,Yarriambiack,3393,WARRACKNABEAL,142.3944798,-36.2532468
1426,Grampians,Yarriambiack,3485,WATCHUPGA,142.7216855,-35.7579603
1427,Grampians,Yarriambiack,3393,WILKUR,142.6808782,-36.0469457
1428,Grampians,Yarriambiack,3485,WILLANGIE,142.7966201,-35.6998113
1429,Grampians,Yarriambiack,3393,WILLENABRINA,142.2183894,-36.0689349
1430,Grampians,Yarriambiack,3485,WOOMELANG,142.6637377,-35.6809221
1431,Gippsland,Bass Coast,3984,ADAMS ESTATE,145.5321661,-38.4247071
1432,Gippsland,Bass Coast,3979,ALMURTA,145.5532151,-38.4520764
1433,Gippsland,Bass Coast,3995,ANDERSON,145.4470683,-38.5242591
1434,Gippsland,Bass Coast,3995,ARCHIES CREEK,145.5624735,-38.5480828
1435,Gippsland,Bass Coast,3991,BASS,145.5624735,-38.5480828
1436,Gippsland,Bass Coast,3992,BLACKWOOD FOREST,145.613081,-38.496757
1437,Gippsland,Bass Coast,3984,CALDERMEADE,145.5424647,-38.2439366
1438,Gippsland,Bass Coast,3995,CAPE PATERSON,145.6198963,-38.6718014
1439,Gippsland,Bass Coast,3925,CAPE WOOLAMAI,145.3392004,-38.5336932
1440,Gippsland,Bass Coast,3925,CHURCHILL ISLAND,145.3403463,-38.5017969
1441,Gippsland,Bass Coast,3984,CORINELLA,145.433627,-38.4145985
1442,Gippsland,Bass Coast,3984,CORONET BAY,145.4440594,-38.4351609
1443,Gippsland,Bass Coast,3922,COWES,145.2390406,-38.4511626
1444,Gippsland,Bass Coast,3992,DALYSTON,145.5473499,-38.5633786
1445,Gippsland,Bass Coast,3979,GLEN ALVIE,145.6449582,-38.4968043
1446,Gippsland,Bass Coast,3990,GLEN FORBES,145.6449582,-38.4968043
1447,Gippsland,Bass Coast,3984,GRANTVILLE,145.530763,-38.4072261
1448,Gippsland,Bass Coast,3995,HARMERS HAVEN,145.580816,-38.6534255
1449,Gippsland,Bass Coast,3996,INVERLOCH,145.7295616,-38.6334619
1450,Gippsland,Bass Coast,3984,JAM JERRUP,145.5171628,-38.3242441
1451,Gippsland,Bass Coast,3979,KERNOT,145.596691,-38.4264642
1452,Gippsland,Bass Coast,3995,KILCUNDA,145.4762842,-38.5498315
1453,Gippsland,Bass Coast,3995,LANCE CREEK,145.6401452,-38.5544257
1454,Gippsland,Bass Coast,3984,LANG LANG,145.5646798,-38.2649836
1455,Gippsland,Bass Coast,3984,LANG LANG EAST,145.6589124,-38.269284
1456,Gippsland,Bass Coast,3984,MONOMEITH,145.5097409,-38.2229249
1457,Gippsland,Bass Coast,3925,NEWHAVEN,145.3598079,-38.5139113
1458,Gippsland,Bass Coast,3995,NORTH WONTHAGGI,145.6071992,-38.5946783
1459,Gippsland,Bass Coast,3984,PIONEER BAY,145.5509927,-38.3816221
1460,Gippsland,Bass Coast,3996,POUND CREEK,145.8172705,-38.6277347
1461,Gippsland,Bass Coast,3984,QUEENSFERRY,145.5007717,-38.4181758
1462,Gippsland,Bass Coast,3923,RHYLL,145.304222,-38.4637368
1463,Gippsland,Bass Coast,3992,RYANSTON,145.5896203,-38.5386613
1464,Gippsland,Bass Coast,3925,SAN REMO,145.3716726,-38.520668
1465,Gippsland,Bass Coast,3922,SILVERLEAVES,145.2616325,-38.4519831
1466,Gippsland,Bass Coast,3922,SMITHS BEACH,145.2570362,-38.5015458
1467,Gippsland,Bass Coast,3995,SOUTH DUDLEY,145.5770314,-38.5972442
1468,Gippsland,Bass Coast,3995,ST CLAIR,145.6457303,-38.578093
1469,Gippsland,Bass Coast,3922,SUMMERLANDS,145.1474211,-38.5092387
1470,Gippsland,Bass Coast,3922,SUNDERLAND BAY,145.2782683,-38.5054606
1471,Gippsland,Bass Coast,3922,SUNSET STRIP,145.265491,-38.4953573
1472,Gippsland,Bass Coast,3922,SURF BEACH,145.2904501,-38.5073573
1473,Gippsland,Bass Coast,3984,TENBY POINT,145.4766693,-38.4141881
1474,Gippsland,Bass Coast,3984,THE GURDIES,145.5639706,-38.3710303
1475,Gippsland,Bass Coast,3922,VENTNOR,145.1962528,-38.4628887
1476,Gippsland,Bass Coast,3995,WATTLE BANK,145.6973496,-38.5648589
1477,Gippsland,Bass Coast,3992,WEST CREEK,145.6083933,-38.5505301
1478,Gippsland,Bass Coast,3922,WIMBLEDON HEIGHTS,145.2342589,-38.4820277
1479,Gippsland,Bass Coast,3995,WONTHAGGI,145.588532,-38.6059367
1480,Gippsland,Bass Coast,3995,WOOLAMAI,145.499877,-38.5050205
1481,Gippsland,Baw Baw,3833,ADA,145.8680445,-37.8437269
1482,Gippsland,Baw Baw,3823,ALLAMBEE,146.0330607,-38.2633309
1483,Gippsland,Baw Baw,3818,ATHLONE,145.7758871,-38.2459925
1484,Gippsland,Baw Baw,3833,BAW BAW,146.2241644,-37.785688
1485,Gippsland,Baw Baw,3833,BAW BAW VILLAGE,146.2241644,-37.785688
1486,Gippsland,Baw Baw,3820,BONA VISTA,145.9639275,-38.2109638
1487,Gippsland,Baw Baw,3821,BRANDY CREEK,145.9639275,-38.2109638
1488,Gippsland,Baw Baw,3821,BRAVINGTON,145.9235691,-38.0765667
1489,Gippsland,Baw Baw,3821,BULN BULN,145.9358919,-38.0983676
1490,Gippsland,Baw Baw,3821,BULN BULN EAST,145.9928095,-38.0879083
1491,Gippsland,Baw Baw,3824,CHILDERS,146.1086067,-38.2970543
1492,Gippsland,Baw Baw,3822,CLOVERLEA,145.9975219,-38.231447
1493,Gippsland,Baw Baw,3821,CROSSOVER,145.9674092,-38.0522224
1494,Gippsland,Baw Baw,3822,DARNUM,146.0038777,-38.1855585
1495,Gippsland,Baw Baw,3818,DROUIN,145.8571498,-38.1362
1496,Gippsland,Baw Baw,3818,DROUIN EAST,145.891113,-38.1199559
1497,Gippsland,Baw Baw,3818,DROUIN SOUTH,145.8283409,-38.1696336
1498,Gippsland,Baw Baw,3818,DROUIN WEST,145.872148,-38.0878528
1499,Gippsland,Baw Baw,3821,ELLINBANK,145.9281704,-38.2378895
1500,Gippsland,Baw Baw,3821,FERNDALE,145.9398461,-38.3085734
1501,Gippsland,Baw Baw,3822,GAINSBOROUGH,145.9672776,-38.2332699
1502,Gippsland,Baw Baw,3833,GENTLE ANNIE,145.888451,-37.8854544
1503,Gippsland,Baw Baw,3818,HALLORA,145.8381992,-38.2595828
1504,Gippsland,Baw Baw,3833,ICY CREEK,146.0947263,-37.8784118
1505,Gippsland,Baw Baw,3818,JINDIVICK,145.89933,-38.0271404
1506,Gippsland,Baw Baw,3816,LABERTOUCHE,145.799908,-38.0368363
1507,Gippsland,Baw Baw,3821,LARDNER,145.8807157,-38.2105182
1508,Gippsland,Baw Baw,3820,LILLICO,145.8807157,-38.2105182
1509,Gippsland,Baw Baw,3833,LOCH VALLEY,146.0133863,-37.793362
1510,Gippsland,Baw Baw,3816,LONGWARRY,145.7707839,-38.1121554
1511,Gippsland,Baw Baw,3816,LONGWARRY NORTH,145.7637121,-38.0856676
1512,Gippsland,Baw Baw,3816,MODELLA,145.7108019,-38.1881269
1513,Gippsland,Baw Baw,3824,NARRACAN,146.2283087,-38.2607787
1514,Gippsland,Baw Baw,3832,NAYOOK,145.9493454,-37.9214556
1515,Gippsland,Baw Baw,3831,NEERIM,145.9541054,-37.962613
1516,Gippsland,Baw Baw,3831,NEERIM EAST,145.998692,-37.9777535
1517,Gippsland,Baw Baw,3832,NEERIM JUNCTION,145.9616158,-37.9274718
1518,Gippsland,Baw Baw,3832,NEERIM NORTH,146.0043462,-37.9187993
1519,Gippsland,Baw Baw,3831,NEERIM SOUTH,145.9546227,-38.0165882
1520,Gippsland,Baw Baw,3821,NILMA,145.9682826,-38.1731317
1521,Gippsland,Baw Baw,3821,NILMA NORTH,145.9868351,-38.1449666
1522,Gippsland,Baw Baw,3833,NOOJEE,145.9999093,-37.8935715
1523,Gippsland,Baw Baw,3833,PIEDMONT,145.9486146,-37.8939517
1524,Gippsland,Baw Baw,3818,RIPPLEBROOK,145.7725333,-38.2000888
1525,Gippsland,Baw Baw,3821,ROKEBY,145.9288101,-38.0749324
1526,Gippsland,Baw Baw,3821,SEAVIEW,145.9327058,-38.2796742
1527,Gippsland,Baw Baw,3821,SHADY CREEK,146.0541854,-38.1183548
1528,Gippsland,Baw Baw,3833,TANJIL BREN,146.0541854,-38.1183548
1529,Gippsland,Baw Baw,3821,TETOORA ROAD,145.9466827,-38.16339925
1530,Gippsland,Baw Baw,3835,THORPDALE,146.1763253,-38.2896895
1531,Gippsland,Baw Baw,3824,THORPDALE SOUTH,146.1518462,-38.3337477
1532,Gippsland,Baw Baw,3833,TOORONGO,146.1102512,-37.7803386
1533,Gippsland,Baw Baw,3821,TORWOOD,145.9466827,-38.16339925
1534,Gippsland,Baw Baw,3824,TRAFALGAR,146.1549933,-38.2081609
1535,Gippsland,Baw Baw,3824,TRAFALGAR EAST,146.184952,-38.1808
1536,Gippsland,Baw Baw,3824,TRAFALGAR SOUTH,146.150168,-38.2483546
1537,Gippsland,Baw Baw,3833,VESPER,146.0713154,-37.8802063
1538,Gippsland,Baw Baw,3820,WARRAGUL,145.9318239,-38.1611548
1539,Gippsland,Baw Baw,3821,WARRAGUL SOUTH,145.9143579,-38.2143851
1540,Gippsland,Baw Baw,3821,WARRAGUL WEST,145.8827243,-38.1625341
1541,Gippsland,Baw Baw,3823,YARRAGON,146.0638027,-38.2038776
1542,Gippsland,Baw Baw,3823,YARRAGON SOUTH,146.0758885,-38.2418774
1543,Gippsland,East Gippsland,3898,ANGLERS REST,147.4828445,-36.9908201
1544,Gippsland,East Gippsland,3875,BAIRNSDALE,147.6317185,-37.8245772
1545,Gippsland,East Gippsland,3875,BANKSIA PENINSULA,147.6736593,-37.9494614
1546,Gippsland,East Gippsland,3889,BELLBIRD CREEK,148.8172211,-37.6521945
1547,Gippsland,East Gippsland,3889,BEMM RIVER,148.9686116,-37.7583204
1548,Gippsland,East Gippsland,3900,BENAMBRA,147.7034229,-36.9552417
1549,Gippsland,East Gippsland,3888,BENDOC,148.8750406,-37.1459017
1550,Gippsland,East Gippsland,3875,BENGWORDEN,147.4654352,-37.9745212
1551,Gippsland,East Gippsland,3888,BETE BOLONG,148.3911784,-37.6940485
1552,Gippsland,East Gippsland,3888,BETE BOLONG NORTH,148.3030614,-37.6012493
1553,Gippsland,East Gippsland,3896,BINDI,147.8125656,-37.1119301
1554,Gippsland,East Gippsland,3898,BINGO MUNJIE,147.5683392,-37.0093206
1555,Gippsland,East Gippsland,3888,BONANG,148.7243317,-37.1817154
1556,Gippsland,East Gippsland,3880,BOOLE POOLE,147.8687092,-37.8924329
1557,Gippsland,East Gippsland,3875,BROADLANDS,147.675629,-37.8520315
1558,Gippsland,East Gippsland,3888,BRODRIBB RIVER,148.5674307,-37.7054487
1559,Gippsland,East Gippsland,3896,BROOKVILLE,147.6303308,-37.3221272
1560,Gippsland,East Gippsland,3885,BRUMBY,148.2411061,-37.117818
1561,Gippsland,East Gippsland,3885,BRUTHEN,147.8321645,-37.7070079
1562,Gippsland,East Gippsland,3885,BUCHAN,148.1735303,-37.4961753
1563,Gippsland,East Gippsland,3885,BUCHAN SOUTH,148.1203333,-37.5508231
1564,Gippsland,East Gippsland,3890,BULDAH,149.1445078,-37.2689901
1565,Gippsland,East Gippsland,3875,BULLUMWAAL,147.5312165,-37.6398146
1566,Gippsland,East Gippsland,3902,BUMBERRAH,147.8314461,-37.7942847
1567,Gippsland,East Gippsland,3898,BUNDARA,147.3573062,-36.9506718
1568,Gippsland,East Gippsland,3885,BUTCHERS RIDGE,148.2481895,-37.2582732
1569,Gippsland,East Gippsland,3889,CABBAGE TREE CREEK,148.2481895,-37.2582732
1570,Gippsland,East Gippsland,3875,CALULU,147.5077286,-37.7893253
1571,Gippsland,East Gippsland,3890,CANN RIVER,149.1513706,-37.5652147
1572,Gippsland,East Gippsland,3888,CAPE CONRAN,148.7329075,-37.8002995
1573,Gippsland,East Gippsland,3898,CASSILIS,147.606409,-37.2219287
1574,Gippsland,East Gippsland,3890,CHANDLERS CREEK,149.2065771,-37.3371583
1575,Gippsland,East Gippsland,3875,CLIFTON CREEK,147.6579776,-37.7166668
1576,Gippsland,East Gippsland,3889,CLUB TERRACE,148.9354623,-37.5397365
1577,Gippsland,East Gippsland,3900,COBBERAS,148.0763275,-36.8779369
1578,Gippsland,East Gippsland,3898,COBUNGRA,147.4220706,-37.0962184
1579,Gippsland,East Gippsland,3889,COMBIENBAR,149.0136406,-37.3989503
1580,Gippsland,East Gippsland,3888,CORRINGLE,148.4464547,-37.7805883
1581,Gippsland,East Gippsland,3888,DEDDICK VALLEY,148.4386295,-37.0930722
1582,Gippsland,East Gippsland,3888,DELEGATE RIVER,148.799805,-37.061932
1583,Gippsland,East Gippsland,3875,DEPTFORD,147.6971874,-37.5914159
1584,Gippsland,East Gippsland,3898,DINNER PLAIN,147.2385091,-37.0227917
1585,Gippsland,East Gippsland,3895,DOCTORS FLAT,147.7562943,-37.3078103
1586,Gippsland,East Gippsland,3893,DOUBLE BRIDGES,147.8950657,-37.5840399
1587,Gippsland,East Gippsland,3878,EAGLE POINT,147.6951431,-37.9039167
1588,Gippsland,East Gippsland,3875,EAST BAIRNSDALE,147.6454126,-37.8263121
1589,Gippsland,East Gippsland,3875,EASTWOOD,147.5662434,-37.75137705
1590,Gippsland,East Gippsland,3875,ELLASWOOD,147.5629347,-37.7982516
1591,Gippsland,East Gippsland,3895,ENSAY,147.8356362,-37.3695242
1592,Gippsland,East Gippsland,3895,ENSAY NORTH,147.8333743,-37.3368299
1593,Gippsland,East Gippsland,3889,ERRINUNDRA,148.7963439,-37.54657295
1594,Gippsland,East Gippsland,3875,FAIRY DELL,147.7496399,-37.6883251
1595,Gippsland,East Gippsland,3864,FERNBANK,147.322993,-37.8720206
1596,Gippsland,East Gippsland,3875,FLAGGY CREEK,147.4835729,-37.7579054
1597,Gippsland,East Gippsland,3875,FORGE CREEK,147.6231833,-37.9014994
1598,Gippsland,East Gippsland,3885,GELANTIPY,148.2690922,-37.1981372
1599,Gippsland,East Gippsland,3891,GENOA,149.5919641,-37.4750725
1600,Gippsland,East Gippsland,3891,GIPSY POINT,149.6791337,-37.4805382
1601,Gippsland,East Gippsland,3898,GLEN VALLEY,147.4788066,-36.8679712
1602,Gippsland,East Gippsland,3898,GLEN WILLS,147.5025768,-36.8516525
1603,Gippsland,East Gippsland,3864,GLENALADALE,147.3217328,-37.7676839
1604,Gippsland,East Gippsland,3875,GOON NURE,147.5229035,-37.9592398
1605,Gippsland,East Gippsland,3888,GOONGERAH,148.7011941,-37.3330478
1606,Gippsland,East Gippsland,3875,GRANITE ROCK,147.6698876,-37.767654
1607,Gippsland,East Gippsland,3888,HAYDENS BOG,148.5078261,-37.53602912
1608,Gippsland,East Gippsland,3875,HILLSIDE,147.4717421,-37.8276662
1609,Gippsland,East Gippsland,3898,HINNOMUNJIE,147.6522823,-37.0155723
1610,Gippsland,East Gippsland,3875,IGUANA CREEK,147.3576392,-37.7604199
1611,Gippsland,East Gippsland,3888,JARRAHMOND,148.4093052,-37.698081
1612,Gippsland,East Gippsland,3902,JOHNSONVILLE,147.8310168,-37.818554
1613,Gippsland,East Gippsland,3909,KALIMNA,147.9625597,-37.8799664
1614,Gippsland,East Gippsland,3909,KALIMNA WEST,147.9518413,-37.860255
1615,Gippsland,East Gippsland,3909,LAKE BUNGA,148.0337108,-37.8658049
1616,Gippsland,East Gippsland,3887,LAKE TYERS,148.1153449,-37.844968
1617,Gippsland,East Gippsland,3909,LAKE TYERS BEACH,148.0802263,-37.8567458
1618,Gippsland,East Gippsland,3909,LAKES ENTRANCE,147.9916047,-37.8795844
1619,Gippsland,East Gippsland,3865,LINDENOW,147.4583814,-37.8003369
1620,Gippsland,East Gippsland,3875,LINDENOW SOUTH,147.4583814,-37.8003369
1621,Gippsland,East Gippsland,3875,LUCKNOW,147.6493818,-37.8191457
1622,Gippsland,East Gippsland,3892,MALLACOOTA,149.755609,-37.5575809
1623,Gippsland,East Gippsland,3889,MANORINA,148.7949381,-37.6719628
1624,Gippsland,East Gippsland,3891,MARAMINGO CREEK,149.6342635,-37.4123581
1625,Gippsland,East Gippsland,3888,MARLO,148.5340224,-37.7974446
1626,Gippsland,East Gippsland,3875,MARTHAVALE,147.5298057,-37.4508226
1627,Gippsland,East Gippsland,3875,MELWOOD,147.5064182,-37.7437605
1628,Gippsland,East Gippsland,3875,MERRIJIG,147.4257563,-37.6800946
1629,Gippsland,East Gippsland,3904,METUNG,147.8540777,-37.8904808
1630,Gippsland,East Gippsland,3885,MOSSIFACE,147.8175209,-37.7417092
1631,Gippsland,East Gippsland,3875,MOUNT TAYLOR,147.8175209,-37.7417092
1632,Gippsland,East Gippsland,3885,MURRINDAL,148.2059976,-37.4119494
1633,Gippsland,East Gippsland,3875,NEWLANDS ARM,147.6980993,-37.9228687
1634,Gippsland,East Gippsland,3886,NEWMERELLA,148.4318893,-37.7354692
1635,Gippsland,East Gippsland,3882,NICHOLSON,147.7383152,-37.8166687
1636,Gippsland,East Gippsland,3890,NOORINBEE,149.1735906,-37.5085909
1637,Gippsland,East Gippsland,3890,NOORINBEE NORTH,149.19799,-37.4317636
1638,Gippsland,East Gippsland,3887,NOWA NOWA,148.0920633,-37.7320155
1639,Gippsland,East Gippsland,3909,NUNGURNER,147.8870155,-37.8791118
1640,Gippsland,East Gippsland,3896,NUNNIONG,147.9332433,-37.2457986
1641,Gippsland,East Gippsland,3888,NURRAN,148.5328523,-37.5221221
1642,Gippsland,East Gippsland,3909,NYERIMILANG,147.9271286,-37.8712737
1643,Gippsland,East Gippsland,3880,OCEAN GRANGE,147.7669766,-37.9653007
1644,Gippsland,East Gippsland,3898,OMEO,147.5933185,-37.0994668
1645,Gippsland,East Gippsland,3898,OMEO VALLEY,147.4851911,-37.00572253
1646,Gippsland,East Gippsland,3888,ORBOST,148.4549611,-37.7071796
1647,Gippsland,East Gippsland,3880,PAYNESVILLE,147.720236,-37.9190133
1648,Gippsland,East Gippsland,3880,RAYMOND ISLAND,147.7281256,-37.9208579
1649,Gippsland,East Gippsland,3895,REEDY FLAT,147.9,-37.4
1650,Gippsland,East Gippsland,3875,RYANS,147.4830956,-37.5448206
1651,Gippsland,East Gippsland,3875,SARSFIELD,147.7245925,-37.7523651
1652,Gippsland,East Gippsland,3898,SHANNONVALE,147.4346391,-36.9365337
1653,Gippsland,East Gippsland,3888,SIMPSONS CREEK,148.3758432,-37.7476108
1654,Gippsland,East Gippsland,3893,STIRLING,147.7477287,-37.4420861
1655,Gippsland,East Gippsland,3885,SUGGAN BUGGAN,148.3366292,-36.9480855
1656,Gippsland,East Gippsland,3903,SWAN REACH,147.8576608,-37.8221587
1657,Gippsland,East Gippsland,3896,SWIFTS CREEK,147.7216017,-37.2631424
1658,Gippsland,East Gippsland,3875,TABBERABBERA,147.3562366,-37.5560816
1659,Gippsland,East Gippsland,3893,TAMBO CROSSING,147.8400397,-37.4969522
1660,Gippsland,East Gippsland,3885,TAMBO UPPER,147.8438266,-37.7674453
1661,Gippsland,East Gippsland,3890,TAMBOON,149.1416989,-37.7395126
1662,Gippsland,East Gippsland,3885,TIMBARRA,147.960234,-37.4931622
1663,Gippsland,East Gippsland,3890,TONGHI CREEK,149.0617118,-37.5644219
1664,Gippsland,East Gippsland,3896,TONGIO,147.7189865,-37.205985
1665,Gippsland,East Gippsland,3909,TOORLOO ARM,148.0313157,-37.8305738
1666,Gippsland,East Gippsland,3888,TOSTAREE,148.1796704,-37.7495782
1667,Gippsland,East Gippsland,3888,TUBBUT,148.5899277,-37.0698514
1668,Gippsland,East Gippsland,3885,W TREE,148.2296048,-37.3431683
1669,Gippsland,East Gippsland,3887,WAIREWA,148.1701189,-37.6894381
1670,Gippsland,East Gippsland,3891,WALLAGARAUGH,149.7388276,-37.4210192
1671,Gippsland,East Gippsland,3875,WALPA,147.421773,-37.7958701
1672,Gippsland,East Gippsland,3891,WANGARABELL,149.5172854,-37.4004717
1673,Gippsland,East Gippsland,3875,WATERHOLES,147.7065874,-37.6598468
1674,Gippsland,East Gippsland,3888,WAYGARA,148.3144707,-37.7402739
1675,Gippsland,East Gippsland,3875,WENTWORTH,147.5248575,-37.3355217
1676,Gippsland,East Gippsland,3891,WINGAN RIVER,149.4535027,-37.5451567
1677,Gippsland,East Gippsland,3885,WISELEIGH,147.8070434,-37.7119368
1678,Gippsland,East Gippsland,3888,WOMBAT CREEK,148.2776102,-37.7551082
1679,Gippsland,East Gippsland,3875,WOODGLEN,147.397821,-37.7711568
1680,Gippsland,East Gippsland,3891,WROXHAM,149.4767144,-37.3420491
1681,Gippsland,East Gippsland,3875,WUK WUK,147.4265175,-37.7713773
1682,Gippsland,East Gippsland,3885,WULGULMERANG,147.4265175,-37.7713773
1683,Gippsland,East Gippsland,3885,WULGULMERANG EAST,148.371702,-37.0978197
1684,Gippsland,East Gippsland,3885,WULGULMERANG WEST,148.1131185,-37.2641378
1685,Gippsland,East Gippsland,3875,WY YUNG,147.6317185,-37.8245772
1686,Gippsland,East Gippsland,3885,YALMY,148.4311282,-37.4115808
1687,Gippsland,French Island,3921,FRENCH ISLAND,145.3400658,-38.3409962
1688,Gippsland,La Trobe,3825,ABERFELDY,146.3617401,-37.6997686
1689,Gippsland,La Trobe,3825,AMOR,146.402372,-37.9392585
1690,Gippsland,La Trobe,3844,BLACKWARRY,146.632355,-38.4094496
1691,Gippsland,La Trobe,3825,BOOLA,146.4683489,-38.0230287
1692,Gippsland,La Trobe,3870,BOOLARRA,146.2784816,-38.3856999
1693,Gippsland,La Trobe,3870,BOOLARRA SOUTH,146.2746665,-38.4433794
1694,Gippsland,La Trobe,3870,BUDGEREE,146.3440187,-38.4164064
1695,Gippsland,La Trobe,3844,CALLIGNEE,146.5830184,-38.3375648
1696,Gippsland,La Trobe,3844,CALLIGNEE NORTH,146.5987002,-38.3190456
1697,Gippsland,La Trobe,3844,CALLIGNEE SOUTH,146.6043556,-38.3793907
1698,Gippsland,La Trobe,3825,CARINGAL,146.3354298,-37.9643786
1699,Gippsland,La Trobe,3844,CARRAJUNG,146.7000266,-38.3704332
1700,Gippsland,La Trobe,3844,CARRAJUNG LOWER,146.7276907,-38.4148461
1701,Gippsland,La Trobe,3844,CARRAJUNG SOUTH,146.8066145,-38.3896898
1702,Gippsland,La Trobe,3842,CHURCHILL,146.419579,-38.31342
1703,Gippsland,La Trobe,3825,COALVILLE,146.2576183,-38.2404446
1704,Gippsland,La Trobe,3825,COOPERS CREEK,146.4259776,-37.9825984
1705,Gippsland,La Trobe,3840,DRIFFIELD,146.3295976,-38.2694289
1706,Gippsland,La Trobe,3825,ERICA,146.3718082,-37.9747936
1707,Gippsland,La Trobe,3844,FLYNN,146.6949006,-38.1682489
1708,Gippsland,La Trobe,3844,FLYNNS CREEK,146.6380775,-38.2439381
1709,Gippsland,La Trobe,3825,FUMINA,146.1161631,-37.9113068
1710,Gippsland,La Trobe,3825,FUMINA SOUTH,146.1291968,-37.9561993
1711,Gippsland,La Trobe,3854,GLENGARRY,146.5632841,-38.1291598
1712,Gippsland,La Trobe,3854,GLENGARRY NORTH,146.5784513,-38.1056989
1713,Gippsland,La Trobe,3854,GLENGARRY WEST,146.5784513,-38.1056989
1714,Gippsland,La Trobe,3870,GRAND RIDGE,146.4245299,-38.4815115
1715,Gippsland,La Trobe,3840,HAZELWOOD,146.3547786,-38.2988432
1716,Gippsland,La Trobe,3840,HAZELWOOD NORTH,146.4876154,-38.2551963
1717,Gippsland,La Trobe,3840,HAZELWOOD SOUTH,146.4584645,-38.3186072
1718,Gippsland,La Trobe,3825,HERNES OAK,146.2752748,-38.1989802
1719,Gippsland,La Trobe,3825,HILL END,146.1445988,-38.0031696
1720,Gippsland,La Trobe,3825,JACOB CREEK,146.3984074,-38.004776
1721,Gippsland,La Trobe,3840,JEERALANG,146.4780715,-38.4041932
1722,Gippsland,La Trobe,3840,JEERALANG JUNCTION,146.4126066,-38.3350472
1723,Gippsland,La Trobe,3825,JERICHO,146.2710672,-37.6375664
1724,Gippsland,La Trobe,3870,JOHNSTONES HILL,146.3304242,-38.4317493
1725,Gippsland,La Trobe,3869,JUMBUK,146.4272113,-38.4006508
