ACCIDENT_NO,NODE_ID,COMPLEX_INT_NO
T20120012380,252249,1294
T20120012416,39558,5337
T20120012424,65358,5247
T20120012449,252224,100208
T20120012460,248089,8015
T20120012489,57065,9272
T20120012531,35472,5222
T20120012565,252119,5834
T20120012593,43049,6487
T20120012606,40961,5457
T20120012624,252138,100046
T20120012655,29425,9516
T20120012702,233875,6012
T20120012712,1248,8779
T20120012715,48468,5417
T20120012724,41796,5837
T20120012730,29591,9695
T20120012754,92,7847
T20120012757,38255,8715
T20120012770,39715,5186
T20120012811,35636,1022
T20120012858,39558,5337
T20120012895,266,8925
T20120012906,37406,6761
T20120012908,252618,7977
T20120012915,39504,5364
T20120012949,41371,6146
T20120012961,254048,100812
T20120012962,43367,1022
T20120012968,253713,9460
T20120012978,29813,9204
T20120013051,251418,101799
T20120013073,52861,2368
T20120013079,254508,100827
T20120013095,1175,6804
T20120013107,32012,5608
T20120013142,39559,5367
T20120013153,29754,8761
T20120013193,43287,6699
T20120013198,36997,101916
T20120013219,41964,5902
T20120013225,43049,6487
T20120013247,34518,9090
T20120013252,40894,5585
T20120013273,35308,9387
T20120013291,42155,6261
T20120013293,223441,2294
T20120013301,46015,6407
T20120013312,47642,5220
T20120013324,38456,5112
T20120013346,792,6188
T20120013362,252718,4238
T20120013363,41642,6017
T20120013415,10592,1000
T20120013418,47550,7062
T20120013421,57726,6571
T20120013424,44938,9091
T20120013442,42912,6373
T20120013458,34518,9090
T20120013486,245214,5858
T20120013522,41936,5879
T20120013542,713,6096
T20120013563,29416,9498
T20120013572,793,1000
T20120013572,793,6245
T20120013581,32860,6553
T20120013626,42750,6395
T20120013630,49211,1269
T20120013669,67757,9681
T20120013729,46819,9617
T20120013739,282480,6445
T20120013743,36210,9380
T20120013759,43631,6666
T20120013765,38780,9490
T20120013767,250528,9601
T20120013769,41819,6034
T20120013819,169,9409
T20120013823,36830,5965
T20120013823,36830,100422
T20120013848,1320,8759
T20120013893,35342,9330
T20120013897,58068,9728
T20120013981,70163,6355
T20120014005,67735,5711
T20120014019,69768,6253
T20120014055,252852,8779
T20120014095,251126,6757
T20120014170,44938,9091
T20120014184,240406,7608
T20120014185,36830,5965
T20120014185,36830,100422
T20120014199,45038,1222
T20120014234,46695,6177
T20120014237,61984,8855
T20120014248,49662,7614
T20120014266,46312,9148
T20120014272,1323,8786
T20120014323,69125,7569
T20120014328,22748,2429
T20120014336,253374,101363
T20120014337,57753,2299
T20120014346,876,6431
T20120014435,40091,9665
T20120014440,15405,7722
T20120014467,253186,3179
T20120014478,52208,1214
T20120014479,35714,9253
T20120014521,243641,1366
T20120014528,38499,9509
T20120014586,54089,6240
T20120014591,41642,6017
T20120014592,45154,9173
T20120014603,35714,9253
T20120014669,252859,6544
T20120014670,43571,7019
T20120014671,38944,5436
T20120014677,227774,9402
T20120014699,43792,5140
T20120014700,40684,9041
T20120014727,39687,100685
T20120014740,694,5818
T20120014741,986,6708
T20120014751,47884,5591
T20120014767,35642,7050
T20120014778,40909,5665
T20120014790,50841,3019
T20120014798,38098,9117
T20120014868,35546,5856
T20120014887,36210,9380
T20120014896,49990,7730
T20120014901,627,5482
T20120014931,228490,9083
T20120014939,41621,6094
T20120014943,72718,1217
T20120014945,41001,5702
T20120014947,37833,9271
T20120014950,39758,5205
T20120014957,29565,5378
T20120014964,890,6631
T20120014989,49701,7638
T20120015042,301937,8853
T20120015119,63376,9128
T20120015122,10592,1000
T20120015133,46684,100059
T20120015224,253310,1010
T20120015224,253310,7765
T20120015236,1318,9102
T20120015260,320897,9467
T20120015333,40576,5670
T20120015417,39361,5319
T20120015457,41712,6112
T20120015461,40501,8912
T20120015500,44222,8626
T20120015558,248014,5588
T20120015569,69538,6178
T20120015574,40106,9682
T20120015585,42744,6382
T20120015671,955,6981
T20120015724,10475,1028
T20120015728,39578,5335
T20120015730,323,101853
T20120015731,253433,6265
T20120015736,56155,1222
T20120015829,253227,7115
T20120015840,36210,9380
T20120015888,41452,6007
T20120015914,46387,7716
T20120015915,37496,5148
T20120015929,54037,2313
T20120015940,36862,9577
T20120015950,253106,6901
T20120015958,29387,9521
T20120015961,38220,8669
T20120015976,221370,3164
T20120015979,39504,5364
T20120015984,41469,5933
T20120015988,48334,7644
T20120016021,49915,101870
T20120016023,30820,9300
T20120016064,47700,6738
T20120016087,57359,8773
T20120016093,44014,7136
T20120016123,29396,9434
T20120016145,38761,8746
T20120016178,228127,9141
T20120016204,1323,8786
T20120016272,29893,9389
T20120016318,37916,9285
T20120016371,35566,5803
T20120016385,35519,5600
T20120016414,29796,8975
T20120016418,29522,9325
T20120016463,29425,9516
T20120016479,35262,7730
T20120016505,35387,9561
T20120016513,253512,9259
T20120016563,46085,1000
T20120016567,41006,5708
T20120016570,43726,8724
T20120016575,239301,9753
T20120016611,41268,6123
T20120016665,49910,7713
T20120016696,36210,9380
T20120016711,30011,8006
T20120016713,57918,5823
T20120016716,55059,101220
T20120016747,42746,6367
T20120016753,44899,9202
T20120016754,43863,6741
T20120016824,29796,8975
T20120016830,979,6687
T20120016831,713,6096
T20120016836,627,5482
T20120016839,29741,6953
T20120016850,35841,2307
T20120016889,40131,100451
T20120016915,45065,9283
T20120016933,66100,5372
T20120016937,49210,1268
T20120016949,57541,5870
T20120016965,35634,6764
T20120016971,50131,7784
T20120016974,253737,5519
T20120016994,622,5762
T20120017009,253839,5340
T20120017025,40951,5523
T20120017043,37362,8831
T20120017065,35642,7050
T20120017085,56549,2436
T20120017097,234416,8834
T20120017101,246580,9643
T20120017108,42021,6214
T20120017109,38608,8698
T20120017115,36321,6357
T20120017139,227564,4188
T20120017161,38475,5045
T20120017192,29474,5508
T20120017196,46819,9617
T20120017197,254197,5692
T20120017199,222523,5595
T20120017209,119,9612
T20120017257,253117,9760
T20120017259,410,9108
T20120017268,44912,9254
T20120017281,254159,9386
T20120017291,244136,6553
T20120017319,46030,9700
T20120017391,40315,5554
T20120017400,54089,6240
T20120017420,40795,101143
T20120017434,47636,5560
T20120017515,253785,5935
T20120017568,254166,2169
T20120017593,43270,6665
T20120017595,57354,8707
T20120017608,47184,9081
T20120017624,35642,7050
T20120017643,22,9361
T20120017650,1320,8759
T20120017689,329,5293
T20120017698,460,9414
T20120017704,40219,101472
T20120017738,254738,6769
T20120017738,254738,6770
T20120017752,254744,6130
T20120017754,56094,6093
T20120017789,44938,9091
T20120017815,37583,9590
T20120017821,29735,6896
T20120017843,254698,101551
T20120017882,14250,5555
T20120017890,253865,7638
T20120017943,42538,6256
T20120017980,38545,9296
T20120017987,899,6833
T20120018005,40849,5495
T20120018046,971,7005
T20120018059,29836,9447
T20120018098,52926,2385
T20120018106,46554,8892
T20120018120,40679,9032
T20120018211,40894,5585
T20120018213,254925,5745
T20120018219,29700,6568
T20120018252,36693,9363
T20120018266,986,6708
T20120018273,39558,5337
T20120018285,37911,9259
T20120018286,254812,5088
T20120018334,38483,5051
T20120018346,128,1020
T20120018372,43441,6933
T20120018404,71655,1122
T20120018419,34518,9090
T20120018495,38188,9133
T20120018503,1248,8779
T20120018537,41762,6133
T20120018592,33759,5868
T20120018644,254604,6308
T20120018670,57530,5752
T20120018717,243196,5613
T20120018866,57585,6263
T20120018877,49806,7684
T20120018883,19446,4197
T20120018887,51348,4022
T20120018898,52210,1216
T20120018917,840,6575
T20120018918,35824,102907
T20120018939,54453,9543
T20120018988,254453,4305
T20120019023,897,6845
T20120019030,51735,4193
T20120019103,246851,6833
T20120019117,254373,102904
T20120019124,60883,8519
T20120019173,46030,9700
T20120019179,221459,8786
T20120019187,253106,6901
T20120019188,63799,9173
T20120019208,41896,5783
T20120019284,38608,8698
T20120019292,986,6708
T20120019321,38608,8698
T20120019365,256811,9204
T20120019374,42414,6258
T20120019381,39785,5416
T20120019383,40787,9067
T20120019393,10592,1000
T20120019420,127,8920
T20120019442,29494,9099
T20120019463,250528,9601
T20120019491,38325,5035
T20120019499,57707,1366
T20120019502,25256,6762
T20120019520,167,8678
T20120019521,61657,8750
T20120019536,254472,5036
T20120019538,62987,9042
T20120019541,39353,5383
T20120019550,44904,9194
T20120019560,254494,100701
T20120019563,254499,6767
T20120019590,40863,5490
T20120019603,278524,100571
T20120019612,40894,5585
T20120019617,44912,9254
T20120019646,46197,6363
T20120019651,38643,9429
T20120019694,71165,7594
T20120019722,35408,9657
T20120019772,37406,6761
T20120019830,49975,7726
T20120019833,883,9040
T20120019845,55168,9431
T20120019847,41241,6001
T20120019895,48468,5417
T20120019932,29870,9551
T20120019937,35611,6426
T20120019938,37378,8769
T20120019967,256171,6336
T20120019999,255267,102944
T20120020005,50227,7845
T20120020020,39869,9655
T20120020051,24378,6762
T20120020109,54453,9543
T20120020112,32692,6148
T20120020143,255455,101166
T20120020151,68004,5746
T20120020243,255107,5078
T20120020257,42467,6240
T20120020279,44465,7789
T20120020321,36230,9419
T20120020324,43631,6666
T20120020343,17614,3101
T20120020381,106,6921
T20120020382,29618,5641
T20120020388,44945,9222
T20120020411,256762,6354
T20120020444,44938,9091
T20120020468,54988,6589
T20120020514,39679,5443
T20120020535,36221,9332
T20120020578,255355,3181
T20120020580,53316,1194
T20120020602,46197,6363
T20120020624,42919,6379
T20120020643,46084,9549
T20120020696,40110,101131
T20120020707,41469,5933
T20120020708,40,6777
T20120020731,255272,3168
T20120020761,41855,6010
T20120020768,36212,6564
T20120020806,221459,8786
T20120020825,221418,8702
T20120020831,40577,5680
T20120020842,40914,5743
T20120020848,44347,101755
T20120020898,320897,9467
T20120020922,42803,9011
T20120020937,1248,8779
T20120020957,36869,8556
T20120020974,255197,6445
T20120021012,39785,5416
T20120021053,42509,6341
T20120021077,221459,8786
T20120021106,53345,7998
T20120021149,43633,6600
T20120021153,244480,1140
T20120021168,232505,6445
T20120021171,52285,1270
T20120021179,41783,6003
T20120021229,36230,9419
T20120021239,43152,6443
T20120021254,38434,1016
T20120021268,57054,9038
T20120021328,44317,9750
T20120021437,29386,9310
T20120021445,233875,6012
T20120021458,45086,9284
T20120021468,39338,5375
T20120021483,55721,8992
T20120021504,832,9030
T20120021513,40863,5490
T20120021582,1246,9208
T20120021603,43956,7037
T20120021628,45123,1227
T20120021691,222946,9344
T20120021697,40894,5585
T20120021698,35714,9253
T20120021729,36739,6636
T20120021732,34518,9090
T20120021789,54305,2288
T20120021838,57573,6153
T20120021848,251374,6986
T20120021849,35642,7050
T20120021858,42879,6393
T20120021901,35521,5600
T20120021919,43287,6699
T20120021966,254993,4006
T20120022057,15405,7722
T20120022060,46152,7006
T20120022067,29700,6568
T20120022068,36982,9575
T20120022080,277354,6776
T20120022085,38702,9487
T20120022101,43655,6720
T20120022121,255495,3174
T20120022126,44195,8919
T20120022127,226619,5351
T20120022139,40612,5613
T20120022157,35627,6675
T20120022211,36651,6654
T20120022218,256035,8690
T20120022276,49417,8008
T20120022319,232134,7202
T20120022329,41116,9710
T20120022344,49211,1269
T20120022377,36209,6997
T20120022425,42451,6172
T20120022451,795,6148
T20120022469,958,6988
T20120022505,245170,9340
T20120022509,255989,1107
T20120022562,17632,3147
T20120022571,38434,1016
T20120022619,36869,8556
T20120022647,43631,6666
T20120022656,36160,6944
T20120022670,36950,8823
T20120022680,65909,9477
T20120022753,10592,1000
T20120022773,36448,6668
T20120022806,37693,5564
T20120022813,42746,6367
T20120022825,38241,8689
T20120022846,41182,8881
T20120022874,44459,7816
T20120022888,40894,5585
T20120022889,71569,6892
T20120022917,40110,101131
T20120022936,254186,2293
T20120022947,45881,1030
T20120023000,42065,8999
T20120023013,56000,9460
T20120023054,50226,7844
T20120023059,43863,6741
T20120023069,929,6871
T20120023077,49274,2285
T20120023090,1246,9208
T20120023164,40870,5480
T20120023175,58925,3084
T20120023182,53513,1254
T20120023193,29763,6735
T20120023213,36932,9528
T20120023296,42538,6256
T20120023297,29954,7888
T20120023327,222327,1372
T20120023339,245214,5858
T20120023358,40950,5448
T20120023364,45830,7712
T20120023409,55889,7746
T20120023420,793,1000
T20120023420,793,6245
T20120023475,60086,3265
T20120023503,237965,8583
T20120023587,66605,5461
T20120023607,38993,5227
T20120023611,40724,5449
T20120023635,234416,8834
T20120023643,36138,6452
T20120023695,233297,9077
T20120023753,235942,7685
T20120023768,255554,8772
T20120023775,37962,9095
T20120023815,29454,9598
T20120023862,56109,8790
T20120023872,1323,8786
T20120023881,47545,7209
T20120023905,40576,5670
T20120023928,64298,9252
T20120024027,868,6542
T20120024046,36693,9363
T20120024070,43632,6686
T20120024091,243682,5961
T20120024094,119,9612
T20120024105,38842,102244
T20120024165,41542,6109
T20120024189,40317,5552
T20120024222,38473,5047
T20120024274,43270,6665
T20120024292,256125,5163
T20120024326,64233,5114
T20120024372,37592,9633
T20120024445,53216,9528
T20120024486,1246,9208
T20120024522,119,9612
T20120024584,66308,5407
T20120024608,19446,4197
T20120024616,47464,7690
T20120024649,48998,1026
T20120024651,29618,5641
T20120024656,29744,7045
T20120024680,899,6833
T20120024704,35627,6675
T20120024723,256372,102356
T20120024725,38294,5097
T20120024739,45877,9131
T20120024744,249,9522
T20120024750,41861,5810
T20120024759,842,6459
T20120024764,49120,7792
T20120024779,48220,9008
T20120024815,15316,4347
T20120024832,41350,6141
T20120024833,37066,9501
T20120024836,39504,5364
T20120024877,40841,5659
T20120024879,66878,5518
T20120024965,40961,5457
T20120025041,42802,6398
T20120025044,57707,1366
T20120025063,37763,5517
T20120025105,36265,7108
T20120025129,45038,1222
T20120025163,410,9108
T20120025176,37838,9293
T20120025211,732,5853
T20120025269,47464,7690
T20120025278,50483,4193
T20120025301,30032,2342
T20120025334,54089,6240
T20120025345,41824,5774
T20120025346,40809,5731
T20120025372,39360,102150
T20120025397,781,101380
T20120025407,49879,7707
T20120025440,1178,6799
T20120025445,41819,6034
T20120025473,1175,6804
T20120025493,317667,6445
T20120025494,55834,1227
T20120025513,42880,6387
T20120025542,43631,6666
T20120025569,44465,7789
T20120025582,102136,6445
T20120025583,46955,7041
T20120025609,42912,6373
T20120025621,29365,9306
T20120025627,29871,9146
T20120025642,278568,8643
T20120025646,256346,8732
T20120025657,42746,6367
T20120025676,240343,9546
T20120025684,229693,9626
T20120025714,48173,8597
T20120025782,221459,8786
T20120025783,44795,2102
T20120025800,29920,7844
T20120025809,40875,5470
T20120025837,43975,7105
T20120025847,1178,6799
T20120025855,43980,7080
T20120025868,256227,5219
T20120025946,39192,5187
T20120025953,304375,8977
T20120025971,37136,9545
T20120026003,277108,1019
T20120026008,39844,5311
T20120026013,42467,6240
T20120026014,721,6133
T20120026032,43956,7037
T20120026034,38993,5227
T20120026058,47744,6630
T20120026088,225238,7841
T20120026089,40926,5656
T20120026091,41824,5774
T20120026097,53359,2307
T20120026136,1323,8786
T20120026138,29672,6065
T20120026139,36212,6564
T20120026148,41965,5900
T20120026187,256136,7055
T20120026223,329,5293
T20120026232,46050,6461
T20120026243,256242,9241
T20120026246,258246,8994
T20120026268,40123,9694
T20120026276,40961,5457
T20120026342,50223,7838
T20120026370,57918,5823
T20120026407,36739,6636
T20120026451,56532,5963
T20120026492,37407,5599
T20120026506,256440,6450
T20120026513,35519,5600
T20120026523,37777,8693
T20120026558,29816,9249
T20120026580,35881,100628
T20120026605,40108,9683
T20120026608,22,9361
T20120026623,929,6871
T20120026637,39775,5229
T20120026638,43053,9065
T20120026660,46948,5390
T20120026663,48173,8597
T20120026668,29746,6662
T20120026692,46158,9591
T20120026721,14250,5555
T20120026731,37362,8831
T20120026798,36230,9419
T20120026807,256567,5889
T20120026809,40817,5520
T20120026815,57835,8557
T20120026845,42850,6545
T20120026849,38556,8687
T20120026874,38098,9117
T20120026886,40342,5631
T20120026890,256454,8766
T20120026921,46452,8770
T20120026963,50099,7770
T20120026966,38325,5035
T20120027041,37362,8831
T20120027063,304377,8974
T20120027190,35936,9149
T20120027243,36739,6636
T20120027244,43264,6628
T20120027250,40595,5739
T20120027308,10592,1000
T20120027322,47193,5937
T20120027337,46018,6040
T20120027405,57846,6573
T20120027412,53698,7587
T20120027417,43631,6666
T20120027436,43096,6363
T20120027440,41244,8949
T20120027448,24139,1013
T20120027461,36321,6357
T20120027464,58942,100186
T20120027496,240406,7608
T20120027543,44945,9222
T20120027552,29396,9434
T20120027579,258477,5548
T20120027716,32692,6148
T20120027732,41824,5774
T20120027755,43571,7019
T20120027774,1248,8779
T20120027788,256713,5058
T20120027789,60590,4332
T20120027805,256843,1025
T20120027812,37980,9097
T20120027858,27760,6766
T20120027869,39802,5405
T20120027880,240589,5241
T20120027893,39556,5310
T20120027952,38604,8697
T20120027957,57401,9101
T20120027974,222103,4260
T20120027989,44338,8668
T20120028001,10592,1000
T20120028020,29672,6065
T20120028048,29773,7084
T20120028084,40850,5496
T20120028115,37362,8831
T20120028121,43027,6462
T20120028144,57408,9132
T20120028155,45130,9257
T20120028274,63466,9138
T20120028285,40875,5470
T20120028289,274024,5276
T20120028301,69309,6109
T20120028313,1016,6855
T20120028370,260,102903
T20120028451,66606,5462
T20120028453,35304,9377
T20120028456,69206,6080
T20120028464,41803,5973
T20120028467,59561,3219
T20120028489,45650,9105
T20120028490,37471,9156
T20120028512,260,102903
T20120028513,57474,9545
T20120028529,240343,9546
T20120028544,42575,6322
T20120028550,53345,7998
T20120028565,876,6431
T20120028586,42197,6313
T20120028598,222055,6048
T20120028611,979,6687
T20120028619,67195,5594
T20120028628,43567,7053
T20120028657,32435,5783
T20120028667,42744,6382
T20120028697,38251,5072
T20120028715,50051,7749
T20120028750,35436,9484
T20120028775,35537,5881
T20120028792,874,6570
T20120028804,66543,9582
T20120028826,52125,1177
T20120028882,44601,8854
T20120028889,29372,9309
T20120028892,29741,6953
T20120028913,732,5853
T20120028914,45175,1313
T20120028924,274267,1373
T20120028939,29387,9521
T20120028950,221693,5292
T20120028954,70395,6435
T20120028960,256950,1014
T20120028972,43631,6666
T20120028988,239030,7852
T20120029051,35408,9657
T20120029053,49968,7722
T20120029071,47426,7149
T20120029104,37753,8690
T20120029124,66404,9562
T20120029144,36926,5327
T20120029163,40961,5457
T20130000069,248719,8841
T20130000139,49701,7638
T20130000178,792,6188
T20130000180,228,9537
T20130000188,52364,1065
T20130000194,35446,9376
T20130000218,29947,7726
T20130000236,36160,6944
T20130000253,260062,9361
T20130000256,46387,7716
T20130000279,36083,9313
T20130000324,43895,6872
T20130000340,226313,8901
T20130000387,29837,8737
T20130000421,261107,9647
T20130000474,51345,4020
T20130000495,29387,9521
T20130000499,43260,6626
T20130000521,41019,8887
T20130000522,56873,9044
T20130000532,46195,6020
T20130000553,257212,6016
T20130000559,230454,9643
T20130000574,42879,6393
T20130000627,234609,6126
T20130000639,22537,2415
T20130000746,40137,101130
T20130000751,44497,7786
T20130000764,43863,6741
T20130000804,256699,4135
T20130000808,29729,9070
T20130000815,233342,5963
T20130000912,84,5298
T20130000916,62714,102543
T20130000954,57632,1028
T20130000954,57632,7655
T20130000956,36210,9380
T20130000975,57539,5865
T20130000986,50757,8004
T20130001012,37049,9574
T20130001050,801,6326
T20130001053,36210,9380
T20130001061,53184,1001
T20130001061,53184,9392
T20130001065,68439,5845
T20130001084,40595,5739
T20130001169,29877,6764
T20130001170,42085,9044
T20130001185,43360,6880
T20130001227,42745,6372
T20130001234,48598,8775
T20130001271,52369,1091
T20130001290,258416,7662
T20130001297,223827,7851
T20130001320,56155,1222
T20130001337,72780,7027
T20130001341,259211,7835
T20130001406,41116,9710
T20130001411,36796,6629
T20130001416,41728,6120
T20130001418,257513,3056
T20130001441,257604,6940
T20130001489,38765,9343
T20130001512,257809,6770
T20130001522,38315,8764
T20130001550,39771,5426
T20130001594,15328,3283
T20130001601,221993,4315
T20130001620,883,9040
T20130001631,226619,5351
T20130001685,36796,6629
T20130001731,876,6431
T20130001817,35407,9645
T20130001831,236960,9380
T20130001903,40219,101472
T20130001917,10410,9090
T20130001922,33419,7749
T20130001930,42965,6360
T20130001969,49120,7792
T20130001979,11171,9342
T20130001986,57918,5823
T20130001994,52838,2338
T20130001999,883,9040
T20130002016,43044,9063
T20130002027,46554,8892
T20130002033,41819,6034
T20130002045,254738,6769
T20130002045,254738,6770
T20130002057,257900,4186
T20130002062,35379,7785
T20130002065,43287,6699
T20130002070,260535,9422
T20130002078,38483,5051
T20130002087,10475,1028
T20130002108,65811,5307
T20130002129,41786,6095
T20130002134,57726,6571
T20130002183,257852,8674
T20130002221,1246,9208
T20130002233,128,1020
T20130002240,40574,5680
T20130002284,59829,4183
T20130002290,50154,7800
T20130002308,534,5290
T20130002313,41824,5774
T20130002418,53216,9528
T20130002423,36160,6944
T20130002476,29491,9092
T20130002484,221419,8708
T20130002487,899,6833
T20130002497,36222,9341
T20130002507,257890,8544
T20130002512,60883,8519
T20130002541,795,6148
T20130002550,29372,9309
T20130002582,889,6705
T20130002618,35379,7785
T20130002642,22,9361
T20130002645,257954,9175
T20130002654,868,6542
T20130002688,50179,7811
T20130002689,251977,5220
T20130002698,890,6631
T20130002728,40894,5585
T20130002739,49662,7614
T20130002752,45763,8921
T20130002762,38198,8784
T20130002786,37894,9123
T20130002808,233735,6156
T20130002809,29396,9434
T20130002856,46085,1000
T20130002860,45830,7712
T20130002870,57753,2299
T20130002871,258147,8614
T20130002872,39802,5405
T20130002893,29836,9447
T20130002900,44083,7157
T20130002912,221849,5127
T20130002985,41151,9724
T20130003001,41019,8887
T20130003014,258197,1006
T20130003015,43033,6515
T20130003050,41762,6133
T20130003053,55876,5952
T20130003063,268114,8030
T20130003064,45687,100031
T20130003085,17627,3130
T20130003090,36138,6452
T20130003123,38608,8698
T20130003158,49903,101884
T20130003211,221459,8786
T20130003248,56710,7944
T20130003288,14250,5555
T20130003301,243974,8839
T20130003302,36522,9351
T20130003309,258951,101890
T20130003332,42321,6218
T20130003352,36160,6944
T20130003369,243734,9657
T20130003370,43549,6958
T20130003377,44969,1128
T20130003387,47491,6598
T20130003394,10850,9547
T20130003415,35627,6675
T20130003428,32692,6148
T20130003436,64725,5170
T20130003449,258292,6024
T20130003451,10475,1028
T20130003470,37980,9097
T20130003476,254738,6769
T20130003476,254738,6770
T20130003555,37697,5578
T20130003572,240343,9546
T20130003581,48519,9414
T20130003608,258632,9700
T20130003609,231006,9123
T20130003643,226308,101904
T20130003664,229693,9626
T20130003769,599,5558
T20130003777,40500,5586
T20130003850,46521,5149
T20130003868,37590,9626
T20130003871,29816,9249
T20130003884,57290,3161
T20130003898,258919,2155
T20130003920,45175,1313
T20130003975,68179,5815
T20130003986,49120,7792
T20130004011,35262,7730
T20130004024,49935,7716
T20130004076,41366,6023
T20130004099,47133,9169
T20130004129,51143,3182
T20130004183,36206,9344
T20130004211,39785,5416
T20130004216,258615,100890
T20130004236,38220,8669
T20130004283,230007,6900
T20130004337,263183,7656
T20130004346,51310,101375
T20130004348,45002,9241
T20130004373,1195,7863
T20130004381,258398,2376
T20130004406,899,6833
T20130004414,58235,2029
T20130004451,29384,6273
T20130004466,42085,9044
T20130004509,57726,6571
T20130004531,60883,8519
T20130004533,63799,9173
T20130004539,57065,9272
T20130004567,268317,6150
T20130004614,37471,9156
T20130004626,35668,6736
T20130004665,38220,8669
T20130004668,787,6299
T20130004686,35620,6513
T20130004726,45553,9206
T20130004801,45344,9144
T20130004811,874,6570
T20130004838,43027,6462
T20130004847,254738,6769
T20130004847,254738,6770
T20130004850,36041,9255
T20130004851,40926,5656
T20130004881,38704,9507
T20130004901,38688,9403
T20130004905,246508,9361
T20130004934,258971,9253
T20130004953,40595,5739
T20130004972,221459,8786
T20130004980,14250,5555
T20130005007,44590,8882
T20130005025,29908,8606
T20130005026,552,102905
T20130005142,67917,5734
T20130005168,29746,6662
T20130005247,42535,6180
T20130005264,262763,6129
T20130005287,41865,5813
T20130005298,221459,8786
T20130005304,43287,6699
T20130005343,46819,9617
T20130005453,57754,6558
T20130005467,33759,5868
T20130005507,44222,8626
T20130005532,43049,6487
T20130005545,260604,7952
T20130005555,40093,9663
T20130005611,35304,9377
T20130005627,986,6708
T20130005638,44857,8868
T20130005657,10592,1000
T20130005697,29538,5397
T20130005723,1016,6855
T20130005729,243734,9657
T20130005740,67223,5604
T20130005750,1323,8786
T20130005751,259283,7827
T20130005774,236960,9380
T20130005775,33701,9396
T20130005779,236467,2403
T20130005802,37962,9095
T20130005814,29372,9309
T20130005818,259302,3143
T20130005833,65647,101232
T20130005846,36230,9419
T20130005891,236994,9380
T20130005892,258702,9332
T20130005916,260605,4187
T20130005928,84,5298
T20130005947,29372,9309
T20130005954,260213,9737
T20130005965,478,5278
T20130005970,1323,8786
T20130005972,29887,1002
T20130005976,29763,6735
T20130006031,43630,6719
T20130006036,70759,6549
T20130006078,1298,6810
T20130006079,269843,1334
T20130006104,53513,1254
T20130006128,57290,3161
T20130006135,664,6087
T20130006151,46308,9105
T20130006256,57434,5172
T20130006261,44195,8919
T20130006281,72356,1010
T20130006299,498,5438
T20130006306,29435,8839
T20130006350,48220,9008
T20130006364,29365,9306
T20130006366,49209,1212
T20130006389,29538,5397
T20130006423,65993,5340
T20130006460,713,6096
T20130006470,42181,6298
T20130006474,37788,5524
T20130006520,248089,8015
T20130006522,259409,102269
T20130006555,1298,6810
T20130006569,258790,9251
T20130006574,29887,1002
T20130006597,56120,100833
T20130006620,223827,7851
T20130006734,713,6096
T20130006816,29404,6679
T20130006821,42155,6261
T20130006882,45763,8921
T20130006902,39734,5271
T20130006939,83,9402
T20130006949,227971,9142
T20130006954,229693,9626
T20130006976,40817,5520
T20130006996,50099,7770
T20130007002,50166,7809
T20130007043,259595,3110
T20130007058,45952,9375
T20130007064,41910,5898
T20130007080,46085,1000
T20130007102,44370,9746
T20130007135,1318,9102
T20130007156,91659,5557
T20130007158,42575,6322
T20130007185,44970,1140
T20130007233,40093,9663
T20130007247,37911,9259
T20130007259,38578,9566
T20130007348,29887,1002
T20130007381,268622,102064
T20130007388,1172,6792
T20130007421,68423,5844
T20130007429,755,6193
T20130007431,259557,7198
T20130007459,232956,9651
T20130007467,56532,5963
T20130007483,53208,7838
T20130007535,15435,7849
T20130007583,38475,5045
T20130007585,225494,5796
T20130007632,256843,1025
T20130007643,72814,1242
T20130007646,43863,6741
T20130007651,37894,9123
T20130007659,29954,7888
T20130007759,53892,7667
T20130007774,47141,6684
T20130007782,41244,8949
T20130007810,38377,5135
T20130007843,44637,9062
T20130007895,245191,5377
T20130007897,72482,7803
T20130007901,42451,6172
T20130007949,49975,7726
T20130007957,691,5847
T20130007969,37406,6761
T20130007971,44058,7194
T20130007973,37175,9562
T20130007979,29618,5641
T20130007990,259791,8861
T20130007993,37019,6704
T20130008022,259796,1039
T20130008043,50518,7560
T20130008053,22748,2429
T20130008059,37200,9503
T20130008063,599,5558
T20130008127,41927,5845
T20130008140,34518,9090
T20130008152,39528,5356
T20130008176,245214,5858
T20130008178,72457,7796
T20130008183,38935,5390
T20130008190,41224,6108
T20130008195,249,9522
T20130008202,29996,1224
T20130008211,37200,9503
T20130008213,43631,6666
T20130008220,10475,1028
T20130008265,66180,100890
T20130008271,46257,5205
T20130008333,41045,5710
T20130008382,45002,9241
T20130008390,268737,6840
T20130008427,65459,5259
T20130008451,65905,9473
T20130008464,42451,6172
T20130008474,25415,6763
T20130008488,48106,5615
T20130008491,240406,7608
T20130008504,41376,5904
T20130008516,261690,101713
T20130008536,35737,6772
T20130008539,29887,1002
T20130008543,35714,9253
T20130008577,248402,9521
T20130008584,259872,5915
T20130008587,67752,5714
T20130008588,61240,8646
T20130008592,38712,9316
T20130008620,56710,7944
T20130008627,238613,9091
T20130008661,38155,9131
T20130008694,29746,6662
T20130008746,12930,9710
T20130008748,41977,5929
T20130008768,40035,9603
T20130008774,57553,5929
T20130008818,35791,1343
T20130008837,52708,2214
T20130008857,265817,5105
T20130008870,268796,6069
T20130008873,47153,6379
