ACCIDENT_NO,NODE_ID,COMPLEX_INT_NO
T20150018082,40863,5490
T20150018102,69826,6269
T20150018123,37273,6696
T20150018147,45469,101186
T20150018177,42975,6370
T20150018191,221381,8608
T20150018201,39886,9621
T20150018208,37592,9633
T20150018230,38572,8841
T20150018263,264468,7809
T20150018264,293613,6512
T20150018275,46086,6269
T20150018298,293709,6443
T20150018311,43741,8758
T20150018338,46622,6212
T20150018436,287073,9310
T20150018546,294710,9639
T20150018565,36093,100455
T20150018608,37297,9053
T20150018611,39747,5164
T20150018618,26244,4195
T20150018645,57069,100679
T20150018680,793,1000
T20150018680,793,6245
T20150018734,42197,6313
T20150018741,10410,9090
T20150018750,478,5278
T20150018781,294007,9339
T20150018783,15407,7742
T20150018786,38321,5137
T20150018822,43631,6666
T20150018844,83,9402
T20150018867,34021,5747
T20150018877,38198,8784
T20150018910,52724,2228
T20150018920,627,5482
T20150018949,44387,9716
T20150018990,225009,8707
T20150019005,293884,101647
T20150019027,43389,9017
T20150019037,29435,8839
T20150019041,1082,7158
T20150019086,39558,5337
T20150019091,10592,1000
T20150019100,20827,1220
T20150019112,294629,3011
T20150019139,293962,2417
T20150019166,57726,6571
T20150019186,295553,9439
T20150019224,37833,9271
T20150019247,35451,8775
T20150019263,224428,7109
T20150019264,36261,9420
T20150019299,44382,9718
T20150019308,29746,6662
T20150019315,48173,8597
T20150019322,36448,6668
T20150019325,41870,5989
T20150019331,259283,7827
T20150019363,48492,9262
T20150019436,45553,9206
T20150019517,221693,5292
T20150019553,29592,9671
T20150019560,289584,6584
T20150019562,42919,6379
T20150019582,240343,9546
T20150019596,39728,9019
T20150019617,42824,6587
T20150019661,43259,6619
T20150019667,46197,6363
T20150019677,46015,6407
T20150019682,229693,9626
T20150019714,29396,9434
T20150019724,33419,7749
T20150019750,47464,7690
T20150019772,271173,9094
T20150019785,49662,7614
T20150019790,294430,2326
T20150019794,294264,6787
T20150019800,53021,2415
T20150019819,294292,7050
T20150019833,37273,6696
T20150019843,243934,2393
T20150019848,239030,7852
T20150019853,10850,9547
T20150019864,29887,1002
T20150019884,50129,7785
T20150019945,46819,9617
T20150019947,36651,6654
T20150019977,42850,6545
T20150019981,292978,8919
T20150020034,47939,102119
T20150020035,290975,9092
T20150020055,46460,101070
T20150020063,294450,102913
T20150020092,46942,6144
T20150020138,1016,6855
T20150020170,291311,1313
T20150020177,36798,9583
T20150020182,83,9402
T20150020189,46617,100506
T20150020203,49709,7639
T20150020229,294515,101853
T20150020301,44785,8915
T20150020315,46197,6363
T20150020316,224568,5902
T20150020390,41921,5844
T20150020404,37164,8622
T20150020429,246851,6833
T20150020431,29988,100931
T20150020501,228612,8970
T20150020503,240157,4304
T20150020505,54453,9543
T20150020528,40500,5586
T20150020566,34813,9310
T20150020596,47700,6738
T20150020599,36789,6709
T20150020650,38864,5234
T20150020671,232134,7202
T20150020686,57434,5172
T20150020697,40141,9702
T20150020716,294740,8974
T20150020739,874,6570
T20150020772,43049,6487
T20150020792,249,9522
T20150020849,69466,6156
T20150020855,10592,1000
T20150020870,93720,5624
T20150020875,29425,9516
T20150020905,57632,1028
T20150020905,57632,7655
T20150021006,39192,5187
T20150021008,1298,6810
T20150021013,38315,8764
T20150021051,50704,8020
T20150021062,36782,6652
T20150021078,29396,9434
T20150021128,91659,5557
T20150021139,24378,6762
T20150021168,36221,9332
T20150021203,295048,1064
T20150021209,38755,8723
T20150021212,10986,6653
T20150021221,295003,6598
T20150021235,295108,2404
T20150021299,289584,6584
T20150021302,713,6096
T20150021326,221693,5292
T20150021355,298894,9271
T20150021373,1248,8779
T20150021378,41890,5957
T20150021394,37753,8690
T20150021402,40613,5614
T20150021403,53331,1212
T20150021427,29796,8975
T20150021429,65993,5340
T20150021436,35714,9253
T20150021457,38127,9236
T20150021463,44081,7155
T20150021541,37173,9562
T20150021545,42746,6367
T20150021557,39435,5199
T20150021560,47518,100452
T20150021569,49524,3283
T20150021587,40520,5591
T20150021593,35565,5772
T20150021621,295580,6893
T20150021624,41935,5850
T20150021645,295219,2107
T20150021694,37916,9285
T20150021695,43444,6941
T20150021711,57661,7800
T20150021735,36041,9255
T20150021740,15435,7849
T20150021743,58086,8885
T20150021771,45400,9268
T20150021812,278628,6565
T20150021828,51624,4168
T20150021830,279300,5828
T20150021861,127232,8766
T20150021871,263908,6170
T20150021877,292174,9593
T20150021878,278486,9736
T20150021886,29386,9310
T20150021887,19446,4197
T20150021905,43774,8986
T20150021912,67223,5604
T20150021927,46492,5699
T20150021933,296004,101548
T20150021973,29435,8839
T20150022000,295370,5523
T20150022003,54138,8949
T20150022027,245214,5858
T20150022055,490,5421
T20150022090,40920,5633
T20150022097,66710,5487
T20150022116,10986,6653
T20150022130,44463,7723
T20150022195,47678,7089
T20150022268,295550,3130
T20150022304,37670,8749
T20150022314,57026,5550
T20150022343,277153,5987
T20150022348,41832,6047
T20150022350,39920,8957
T20150022361,57918,5823
T20150022405,47550,7062
T20150022410,29539,5427
T20150022411,42197,6313
T20150022421,39775,5229
T20150022465,35432,5027
T20150022480,57065,9272
T20150022482,29416,9498
T20150022512,256440,6450
T20150022515,282480,6445
T20150022520,40108,9683
T20150022521,296062,9103
T20150022570,43741,8758
T20150022573,35308,9387
T20150022600,277121,8582
T20150022653,53356,5006
T20150022675,43431,6976
T20150022684,53343,1026
T20150022698,45642,9282
T20150022722,34021,5747
T20150022795,295550,3130
T20150022929,232134,7202
T20150022933,45175,1313
T20150022948,1189,7713
T20150022958,43279,6676
T20150022982,296291,6896
T20150023015,56514,2411
T20150023028,68423,5844
T20150023029,41991,6068
T20150023037,10592,1000
T20150023051,29573,5359
T20150023061,277461,9530
T20150023062,38009,9278
T20150023087,41018,5589
T20150023092,57065,9272
T20150023112,29998,2319
T20150023120,44382,9718
T20150023140,52865,2372
T20150023147,35491,9672
T20150023210,307878,100388
T20150023241,41625,6106
T20150023250,627,5482
T20150023253,36651,6654
T20150023254,46695,6177
T20150023335,296060,9750
T20150023349,35891,6881
T20150023391,221448,8768
T20150023416,296067,9097
T20150023433,40684,9041
T20150023434,12246,5557
T20150023444,70600,6504
T20150023458,39920,8957
T20150023490,39578,5335
T20150023515,43027,6462
T20150023527,37305,6752
T20150023536,41762,6133
T20150023544,1189,7713
T20150023553,296146,5858
T20150023616,234609,6126
T20150023675,42583,6338
T20150023712,48778,8622
T20150023755,41905,5928
T20150023777,39793,5414
T20150023779,41819,6034
T20150023786,256171,6336
T20150023790,50253,7868
T20150023795,741,5934
T20150023796,46134,6693
T20150023802,43641,6730
T20150023837,56873,9044
T20150023845,39793,5414
T20150023963,41762,6133
T20150023996,35526,5469
T20150024006,296469,4298
T20150024016,50155,7802
T20150024027,4973,7127
T20150024066,48492,9262
T20150024071,218,8608
T20150024074,38578,9566
T20150024099,35737,6772
T20150024123,38262,5080
T20150024232,34813,9310
T20150024273,43359,6880
T20150024295,40317,5552
T20150024324,280692,7084
T20150024332,713,6096
T20150024352,41864,5985
T20150024353,43266,6634
T20150024394,281588,6571
T20150024410,233847,6278
T20150024430,41825,5812
T20150024459,29388,1006
T20150024487,49662,7614
T20150024506,296602,5234
T20150024524,42232,6353
T20150024550,234609,6126
T20150024605,43630,6719
T20150024618,74079,1361
T20150024642,793,1000
T20150024642,793,6245
T20150024660,43333,6840
T20150024662,36858,9543
T20150024670,39539,5260
T20150024696,29879,101537
T20150024743,296905,8858
T20150024760,37164,8622
T20150024778,68439,5845
T20150024797,36945,9514
T20150024843,41713,5798
T20150024862,81017,5596
T20150024866,892,6663
T20150024890,251622,6742
T20150024893,41244,8949
T20150024896,71162,6724
T20150024904,732,5853
T20150024946,49990,7730
T20150024947,46519,5578
T20150024988,55168,9431
T20150025010,297092,9706
T20150025013,50325,7942
T20150025044,35408,9657
T20150025052,297068,102914
T20150025063,41762,6133
T20150025069,46264,5329
T20150025072,52860,2370
T20150025115,297431,6935
T20150025117,297014,7041
T20150025205,277173,7076
T20150025316,249,9522
T20150025327,50179,7811
T20150025351,42157,6253
T20150025392,260,102903
T20150025421,1016,6855
T20150025423,46030,9700
T20150025446,38524,9315
T20150025456,38576,1004
T20150025497,297188,1110
T20150025502,297134,9361
T20150025523,70728,6546
T20150025680,266859,5757
T20150025697,52106,1166
T20150025766,53216,9528
T20150025772,43660,8524
T20150025779,278486,9736
T20150025801,890,6631
T20150025842,29396,9434
T20150025874,61279,8658
T20150025888,37362,8831
T20150025933,36552,5809
T20150025936,32247,5669
T20150025971,298369,2002
T20150025984,297514,6149
T20150026005,37546,101748
T20150026023,29870,9551
T20150026041,44463,7723
T20150026073,43655,6720
T20150026106,56077,7739
T20150026122,37962,9095
T20150026143,43260,6626
T20150026155,11397,9051
T20150026196,45879,6073
T20150026249,297393,1109
T20150026278,56619,6866
T20150026289,57408,9132
T20150026402,83,9402
T20150026445,46948,5390
T20150026475,298519,5831
T20150026476,876,6431
T20150026504,297518,101669
T20150026518,50412,1345
T20150026532,56387,7934
T20150026555,301687,1063
T20150026568,303760,100030
T20150026573,36858,9543
T20150026660,39558,5337
T20150026684,36651,6654
T20150026695,792,6188
T20150026714,36206,9344
T20150026720,40140,9699
T20150026759,42232,6353
T20150026764,232152,6972
T20150026804,22537,2415
T20150026887,57648,6952
T20150026902,38434,1016
T20150026977,29425,9516
T20150026987,297824,8956
T20150027001,52392,101501
T20150027024,246851,6833
T20150027069,55321,4019
T20150027072,298178,3114
T20150027089,47131,6853
T20150027116,289043,9377
T20150027143,52011,1078
T20150027175,297918,5447
T20150027205,298015,9108
T20150027231,298053,7885
T20150027241,263228,3194
T20160000023,40910,5696
T20160000051,37536,6638
T20160000088,29856,5153
T20160000108,36206,9344
T20160000126,41527,101614
T20160000128,478,5278
T20160000130,22748,2429
T20160000198,49680,7621
T20160000200,38098,9117
T20160000202,298484,7101
T20160000224,299386,1002
T20160000239,47254,100514
T20160000244,298110,8836
T20160000301,38607,9464
T20160000304,55422,2365
T20160000311,53984,1321
T20160000321,298145,8558
T20160000339,39785,5416
T20160000341,73625,7212
T20160000348,43441,6933
T20160000400,39742,5401
T20160000401,282480,6445
T20160000402,35705,8789
T20160000409,732,5853
T20160000442,55960,7821
T20160000461,298352,6610
T20160000561,39255,101193
T20160000571,35304,9377
T20160000647,41762,6133
T20160000650,795,6148
T20160000683,68223,5826
T20160000726,35625,6586
T20160000738,298392,5942
T20160000764,35800,3143
T20160000776,44909,9229
T20160000795,40752,5686
T20160000833,299387,8974
T20160000834,34518,9090
T20160000873,298427,8590
T20160000889,50006,7737
T20160000892,70994,101266
T20160000934,36645,9375
T20160000980,43567,7053
T20160001019,1195,7863
T20160001073,1172,6792
T20160001123,65785,5302
T20160001127,29787,8650
T20160001236,257900,4186
T20160001275,63646,5057
T20160001284,39920,8957
T20160001288,1086,7146
T20160001294,42746,6367
T20160001329,35431,1016
T20160001333,299841,2117
T20160001340,49181,1179
T20160001345,228,9537
T20160001375,57542,5878
T20160001469,301900,4166
T20160001476,38198,8784
T20160001485,37777,8693
T20160001499,57918,5823
T20160001531,41224,6108
T20160001565,43631,6666
T20160001581,41812,5764
T20160001583,44982,9233
T20160001584,123473,9589
T20160001607,37600,9651
T20160001777,41936,5879
T20160001794,60791,102897
T20160001810,38056,9111
T20160001832,17614,3101
T20160001873,35451,8775
T20160001874,299557,2150
T20160001879,68423,5844
T20160002013,49975,7726
T20160002025,48220,9008
T20160002029,64725,5170
T20160002073,29416,9498
T20160002090,35642,7050
T20160002103,69418,6131
T20160002142,40924,5541
T20160002147,40925,5651
T20160002209,221693,5292
T20160002212,35642,7050
T20160002224,42155,6261
T20160002225,49680,7621
T20160002271,41935,5850
T20160002375,57492,9626
T20160002389,55755,6262
T20160002399,49662,7614
T20160002453,52860,2370
T20160002466,301215,6757
T20160002469,49677,7619
T20160002488,302909,5695
T20160002527,38291,5065
T20160002529,29887,1002
T20160002535,37250,9449
T20160002546,934,6938
T20160002666,38220,8669
T20160002682,222523,5595
T20160002688,42157,6253
T20160002711,29748,6728
T20160002722,70008,6310
T20160002805,43431,6976
T20160002813,301086,3142
T20160002818,986,6708
T20160002837,43811,5403
T20160002858,39562,5355
T20160002868,29364,9306
T20160002879,299472,9116
T20160002887,51855,4025
T20160002912,91659,5557
T20160002938,281201,4022
T20160003008,43287,6699
T20160003020,254738,6769
T20160003020,254738,6770
T20160003030,65402,5254
T20160003085,35642,7050
T20160003144,29746,6662
T20160003193,291983,8921
T20160003199,300917,9114
T20160003203,51049,3131
T20160003242,299728,5875
T20160003265,44195,8919
T20160003299,61825,102807
T20160003324,37362,8831
T20160003330,46197,6363
T20160003361,41625,6106
T20160003389,10592,1000
T20160003408,36230,9419
T20160003455,41843,5786
T20160003455,41843,5790
T20160003470,43549,6958
T20160003526,46658,101111
T20160003551,39687,100685
T20160003563,35472,5222
T20160003571,224606,6189
T20160003573,41964,5902
T20160003602,38688,9403
T20160003603,40961,5457
T20160003624,54437,9260
T20160003634,53504,100290
T20160003652,47193,5937
T20160003701,42658,6334
T20160003710,49701,7638
T20160003713,41466,5882
T20160003730,68232,5827
T20160003792,70164,6352
T20160003803,46152,7006
T20160003838,41889,5960
T20160003853,288590,6640
T20160003865,300019,3041
T20160003954,50547,7804
T20160003957,251419,6878
T20160003972,40,6777
T20160004004,15430,7821
T20160004016,68439,5845
T20160004090,38228,8664
T20160004094,42744,6382
T20160004149,40373,5598
T20160004166,41870,5989
T20160004174,50326,7942
T20160004191,37600,9651
T20160004243,127,8920
T20160004289,300155,5900
T20160004322,41890,5957
T20160004381,48519,9414
T20160004407,35389,9506
T20160004499,42880,6387
T20160004503,37161,9495
T20160004537,40863,5490
T20160004617,44637,9062
T20160004620,37638,5568
T20160004648,70649,6518
T20160004668,300305,6589
T20160004678,302918,8769
T20160004736,277168,7076
T20160004745,38938,5394
T20160004765,29396,9434
T20160004788,228688,6291
T20160004815,44918,9211
T20160004837,67377,5645
T20160004843,63101,9073
T20160004852,478,5278
T20160004857,84,5298
T20160004894,57401,9101
T20160004901,46571,7223
T20160004909,62898,9016
T20160004948,46085,1000
T20160004976,45553,9206
T20160005036,53276,8874
T20160005082,235110,6117
T20160005105,45413,9162
T20160005110,917,6908
T20160005136,32435,5783
T20160005166,43639,6681
T20160005216,42232,6353
T20160005219,43441,6933
T20160005256,223351,6871
T20160005276,63729,9166
T20160005292,227971,9142
T20160005327,43632,6686
T20160005387,300798,8004
T20160005417,10592,1000
T20160005426,43630,6719
T20160005434,46283,9362
T20160005466,17632,3147
T20160005505,46519,5578
T20160005509,303272,6032
T20160005539,50088,7764
T20160005550,73661,101364
T20160005589,300830,6471
T20160005622,39775,5229
T20160005626,15407,7742
T20160005644,228894,1024
T20160005694,55175,4275
T20160005706,54051,1263
T20160005714,29816,9249
T20160005718,301506,9117
T20160005737,460,9414
T20160005739,35636,1022
T20160005740,236115,8791
T20160005746,226313,8901
T20160005756,50224,7841
T20160005832,230680,8845
T20160005861,43641,6730
T20160005862,44938,9091
T20160005879,1178,6799
T20160005895,46709,5362
T20160005955,251419,6878
T20160006024,57726,6571
T20160006040,54194,5979
T20160006047,36214,9401
T20160006074,37916,9285
T20160006105,37916,9285
T20160006159,35714,9253
T20160006214,54123,1025
T20160006220,63621,9157
T20160006262,40894,5585
T20160006286,38456,5112
T20160006296,56000,9460
T20160006324,57655,7766
T20160006362,43641,6730
T20160006383,30323,8539
T20160006407,46481,8887
T20160006409,301918,6881
T20160006415,38155,9131
T20160006522,32692,6148
T20160006542,43630,6719
T20160006564,50959,3090
T20160006587,979,6687
T20160006591,52195,1204
T20160006619,70897,1091
T20160006629,260,102903
T20160006689,38572,8841
T20160006730,40870,5480
T20160006776,288330,5564
T20160006793,302781,5724
T20160006851,57753,2299
T20160006858,50177,7811
T20160006859,37753,8690
T20160006861,66950,5530
T20160006938,44081,7155
T20160006971,45344,9144
T20160006976,41666,6037
T20160006994,38220,8669
T20160007080,301608,9427
T20160007091,302906,2231
T20160007101,29748,6728
T20160007104,33698,5752
T20160007127,57918,5823
T20160007148,39730,5176
T20160007153,231563,9521
T20160007162,301685,8008
T20160007178,329,5293
T20160007179,39773,101061
T20160007189,252224,100208
T20160007198,301754,6457
T20160007199,298352,6610
T20160007229,256567,5889
T20160007230,36950,8823
T20160007244,42946,6479
T20160007298,45175,1313
T20160007336,39557,5332
T20160007378,43567,7053
T20160007402,50326,7942
T20160007449,29700,6568
T20160007486,478,5278
T20160007533,303546,6099
T20160007545,42919,6379
T20160007548,301989,8628
T20160007556,302284,9735
T20160007621,273305,5113
T20160007640,55417,1259
T20160007692,43279,6676
T20160007708,46197,6363
T20160007709,41977,5929
T20160007712,302545,9475
T20160007731,69125,7569
T20160007757,57528,5742
T20160007764,42147,6332
T20160007765,297824,8956
T20160007800,228894,1024
T20160007846,50317,7928
T20160007863,302627,5766
T20160007884,50131,7784
T20160007899,46134,6693
T20160007925,43444,6941
T20160007991,38993,5227
T20160007998,36789,6709
T20160008027,41527,101614
T20160008042,69851,6271
T20160008046,36797,8600
T20160008071,46543,1004
T20160008096,70139,6344
T20160008098,302858,8628
T20160008103,37916,9285
T20160008136,793,1000
T20160008136,793,6245
T20160008151,38321,5137
T20160008204,29386,9310
T20160008209,53504,100290
T20160008212,303610,5337
T20160008225,36651,6654
T20160008228,40894,5585
T20160008231,302320,9643
T20160008262,44918,9211
T20160008329,10986,6653
T20160008381,239899,2461
T20160008390,252852,8779
T20160008425,41824,5774
T20160008445,303864,5676
T20160008447,57835,8557
T20160008504,552,102905
T20160008559,35862,8808
T20160008571,302491,7157
T20160008577,308270,102777
T20160008618,51343,101833
T20160008635,38220,8669
T20160008642,35408,9657
T20160008669,43634,6614
T20160008685,49935,7716
T20160008698,37471,9156
T20160008795,35737,6772
T20160008809,62180,8883
T20160008813,57655,7766
T20160008819,43631,6666
T20160008841,56514,2411
T20160008861,868,6542
T20160008867,10592,1000
T20160008876,43510,6951
T20160008927,221437,8736
T20160008944,43643,6693
T20160008954,225494,5796
T20160008965,304309,8681
T20160008980,15407,7742
T20160009006,10592,1000
T20160009032,29435,8839
T20160009080,45881,1030
T20160009142,39920,8957
T20160009146,72684,1201
T20160009177,793,1000
T20160009177,793,6245
T20160009178,37788,5524
T20160009186,37753,8690
T20160009216,46554,8892
T20160009262,54453,9543
T20160009276,144327,8851
T20160009285,37600,9651
T20160009288,36797,8600
T20160009302,44463,7723
T20160009348,32382,5743
T20160009394,263908,6170
T20160009412,303095,7003
T20160009442,329,5293
T20160009456,41874,5931
T20160009469,302865,6542
T20160009481,306435,6623
T20160009537,298352,6610
T20160009587,50959,3090
T20160009610,251622,6742
T20160009615,56532,5963
T20160009642,305087,9208
T20160009661,302967,6750
T20160009736,249380,8778
T20160009788,35346,9614
T20160009791,233735,6156
T20160009797,36693,9363
T20160009799,46278,6011
T20160009817,293454,8909
T20160009859,44382,9718
T20160009883,263961,100463
T20160009885,43143,6433
T20160009970,53504,100290
T20160009997,40910,5696
T20160010001,48143,9381
T20160010023,287895,102896
T20160010113,302967,6750
T20160010117,57726,6571
T20160010255,243974,8839
T20160010258,65993,5340
T20160010312,70569,6500
T20160010318,329,5293
T20160010332,52857,2363
T20160010333,303305,6610
T20160010349,38864,5234
T20160010372,43049,6487
T20160010373,1016,6855
T20160010400,29364,9306
T20160010403,306293,6573
T20160010422,52494,1024
T20160010427,40904,5460
T20160010485,41588,5954
T20160010507,221398,8661
T20160010558,11397,9051
T20160010559,50710,8028
T20160010585,10410,9090
T20160010621,10592,1000
T20160010652,260,102903
T20160010707,50643,7996
T20160010736,311019,7705
T20160010797,43630,6719
T20160010826,303520,1122
T20160010863,50014,7739
T20160010865,42767,6386
T20160010894,55848,5367
T20160010934,36651,6654
T20160010959,240323,5612
T20160010969,57648,6952
T20160011013,43935,102895
T20160011042,42197,6313
T20160011065,10581,6777
T20160011067,39775,5229
T20160011084,50283,7910
T20160011102,48998,1026
T20160011107,35472,5222
T20160011124,52205,1211
T20160011137,298352,6610
T20160011154,36419,8813
T20160011234,65149,5216
T20160011242,38203,9161
T20160011281,37378,8769
T20160011304,45881,1030
T20160011327,64351,100895
T20160011336,46148,9007
T20160011341,48120,5395
T20160011369,303817,9316
T20160011377,63914,9188
T20160011393,11835,6546
T20160011417,52773,2288
T20160011447,15268,4312
T20160011458,45830,7712
T20160011492,15443,100290
T20160011499,38206,8809
T20160011525,39492,5221
T20160011624,54837,3158
T20160011640,48492,9262
T20160011707,274498,6836
T20160011710,54586,6316
T20160011734,306002,6391
T20160011747,45033,9288
T20160011752,51865,4090
T20160011811,304121,9343
T20160011815,29375,9340
T20160011833,29464,9643
T20160011870,14250,5555
T20160011872,289043,9377
T20160011891,36693,9363
T20160011926,33419,7749
T20160011939,304134,7597
T20160011956,169,9409
T20160011994,45881,1030
T20160012002,221370,3164
T20160012055,308118,8610
T20160012062,295553,9439
T20160012067,53343,1026
T20160012103,50226,7844
T20160012137,41832,6047
T20160012147,163,9295
T20160012149,41364,6023
T20160012154,239799,9358
T20160012219,46712,101380
T20160012230,44443,7680
T20160012270,37916,9285
T20160012292,49649,7608
T20160012330,42975,6370
T20160012337,47728,5090
T20160012363,221693,5292
T20160012437,233735,6156
T20160012454,30032,2342
T20160012477,56993,6727
T20160012486,56387,7934
T20160012545,57472,9530
T20160012590,304435,7854
T20160012594,39728,9019
T20160012627,56674,101013
T20160012637,1016,6855
T20160012645,50920,3042
T20160012656,293454,8909
T20160012660,14250,5555
T20160012686,46554,8892
T20160012700,36213,9387
T20160012735,29746,6662
T20160012746,1248,8779
T20160012792,61279,8658
T20160012862,232152,6972
T20160012948,1323,8786
T20160012963,224287,6491
T20160012988,55376,2368
T20160013136,842,6459
T20160013161,41762,6133
T20160013166,54985,9071
T20160013167,39920,8957
T20160013189,305649,7093
T20160013219,304784,7655
T20160013277,29832,9237
T20160013280,128,1020
T20160013288,302627,5766
T20160013294,37184,9572
T20160013299,45952,9375
T20160013312,35431,1016
T20160013324,304941,100839
T20160013345,43152,6443
T20160013373,38250,5066
T20160013374,304883,1116
T20160013427,264300,6454
T20160013503,43641,6730
T20160013535,52445,1192
T20160013540,868,6542
T20160013569,305086,101792
T20160013574,305979,8636
T20160013599,35714,9253
T20160013646,38993,5227
T20160013694,295553,9439
T20160013702,263908,6170
T20160013714,45002,9241
T20160013745,69271,101378
T20160013774,29746,6662
T20160013775,35960,8804
T20160013789,40093,9663
T20160013801,713,6096
T20160013841,38872,5395
T20160013868,40894,5585
T20160013909,255355,3181
T20160013947,223351,6871
T20160013959,51348,4022
T20160013976,35532,5664
T20160013997,41745,6126
T20160014012,305142,101508
T20160014015,38456,5112
T20160014034,329,5293
T20160014046,55338,5043
T20160014058,278630,6579
T20160014113,286770,8831
T20160014127,305219,101862
T20160014144,35737,6772
T20160014145,224428,7109
T20160014146,35262,7730
T20160014185,65093,9358
T20160014239,298110,8836
T20160014245,303095,7003
T20160014276,15443,100290
T20160014306,33759,5868
T20160014360,49240,2370
T20160014365,38578,9566
T20160014381,38244,5079
T20160014400,49826,7689
T20160014402,45118,9256
T20160014457,57290,3161
T20160014491,36221,9332
T20160014492,55791,6354
T20160014513,305445,8851
T20160014524,57846,6573
T20160014526,713,6096
T20160014588,59756,4176
T20160014592,41713,5798
T20160014602,221437,8736
T20160014619,34021,5747
T20160014652,883,9040
T20160014680,39492,5221
T20160014699,40912,5722
T20160014716,36287,9421
T20160014721,40904,5460
T20160014758,44242,8645
T20160014768,43260,6626
T20160014769,36214,9401
T20160014824,305658,102214
T20160014893,37600,9651
T20160014915,307689,9501
T20160014928,38220,8669
T20160014929,36984,8845
T20160014931,41635,5921
T20160014939,22677,2161
T20160014956,36138,6452
T20160014968,55417,1259
T20160014991,305613,8964
T20160015065,51684,4180
T20160015110,42815,6544
T20160015112,91659,5557
T20160015130,43896,6867
T20160015134,57548,5903
T20160015136,38293,8747
T20160015168,65647,101232
T20160015170,55960,7821
T20160015261,305809,9180
T20160015281,42908,100551
T20160015314,296602,5234
T20160015388,84,5298
T20160015396,35407,9645
T20160015412,29856,5153
T20160015413,260,102903
T20160015427,43049,6487
T20160015432,36214,9401
T20160015485,43441,6933
T20160015507,56155,1222
T20160015552,50207,7827
T20160015561,792,6188
T20160015583,35315,6521
T20160015639,1176,6806
T20160015675,40894,5585
T20160015683,41018,5589
T20160015740,49827,7689
T20160015764,270316,101933
T20160015852,38434,1016
T20160015854,45521,100780
T20160015891,48143,9381
T20160015920,69455,6154
T20160015932,49677,7619
T20160015999,29887,1002
T20160016005,59139,3149
T20160016005,59139,3150
T20160016010,29816,9249
T20160016045,43287,6699
T20160016046,35342,9330
T20160016111,50412,1345
T20160016118,64988,5198
T20160016129,39558,5337
T20160016137,38315,8764
T20160016185,50186,7816
T20160016196,46301,8917
T20160016202,35323,5258
T20160016226,39785,5416
T20160016244,478,5278
T20160016304,29372,9309
T20160016320,10410,9090
T20160016332,39741,5336
T20160016353,308278,8636
T20160016378,54305,2288
T20160016401,38578,9566
T20160016404,311447,4322
T20160016420,53343,1026
T20160016440,713,6096
T20160016446,34518,9090
T20160016464,59165,3161
T20160016480,306506,1026
T20160016492,53537,4239
T20160016510,306931,4274
T20160016523,37838,9293
T20160016546,301506,9117
T20160016593,35546,5856
T20160016595,55406,2007
T20160016607,627,5482
T20160016612,1316,8736
T20160016637,40951,5523
T20160016649,29375,9340
T20160016675,306529,5202
T20160016753,40914,5743
T20160016783,36782,6652
T20160016857,39844,5311
T20160016866,51348,4022
T20160016868,29396,9434
T20160016882,46152,7006
T20160016946,41916,5834
T20160017036,41444,6056
T20160017039,225605,5477
T20160017093,308759,3089
T20160017101,51131,3165
T20160017102,41745,6126
T20160017129,69646,6223
T20160017169,55791,6354
T20160017193,307519,1084
T20160017204,56036,6886
T20160017213,500,5393
T20160017234,45118,9256
T20160017236,43634,6614
T20160017252,278557,6821
T20160017256,298145,8558
T20160017281,267305,8685
T20160017309,42658,6334
T20160017347,52106,1166
T20160017361,221459,8786
T20160017365,278491,9756
T20160017375,49209,1212
T20160017381,70431,6451
T20160017391,49096,5028
T20160017429,195,6438
T20160017431,56077,7739
T20160017448,43630,6719
T20160017451,265817,5105
T20160017467,36230,9419
T20160017491,308121,4010
T20160017526,50273,7892
T20160017555,42744,6382
T20160017556,57573,6153
T20160017602,792,6188
T20160017611,35379,7785
T20160017670,251321,8015
T20160017695,308329,1076
T20160017741,36208,9365
T20160017743,22510,2285
T20160017765,33534,100714
T20160017797,42012,5846
T20160017839,41832,6047
T20160017873,29491,9092
T20160017881,41364,6023
T20160017885,54837,3158
T20160017886,42467,6240
T20160017907,308746,5933
T20160017920,41824,5774
T20160017941,35862,8808
T20160017950,868,6542
T20160017958,66412,5422
T20160017963,44636,9062
T20160017985,72946,1264
T20160017993,307271,6970
T20160017997,36552,5809
T20160018019,42098,6241
T20160018042,49750,7656
T20160018075,49417,8008
T20160018114,57147,8564
T20160018136,38578,9566
T20160018181,38315,8764
T20160018186,42850,6545
T20160018236,38572,8841
T20160018241,35611,6426
T20160018248,732,5853
T20160018266,40707,5521
T20160018274,41916,5834
T20160018287,40315,5554
T20160018317,282480,6445
T20160018333,39785,5416
T20160018335,233797,9377
T20160018366,228688,6291
T20160018383,587,5727
T20160018390,50193,7821
T20160018393,40961,5457
T20160018415,307546,6699
T20160018436,29573,5359
T20160018444,46604,7211
T20160018447,37496,5148
T20160018483,49935,7716
T20160018495,44014,7136
T20160018522,57408,9132
T20160018570,307517,100734
T20160018633,35576,6283
T20160018634,892,6663
T20160018688,45881,1030
T20160018753,42744,6382
T20160018760,222123,1027
T20160018822,38325,5035
T20160018859,195,6438
T20160018879,29404,6679
T20160018916,249830,7554
T20160018936,37378,8769
T20160018990,307863,6609
T20160019009,38572,8841
T20160019024,41824,5774
T20160019057,46124,6467
