ACCIDENT_NO,SURFACE_COND,Surface Cond Desc,SURFACE_COND_SEQ
T20090003225,1,Dry,1
T20090003227,2,Wet,0
T20090003227,3,Muddy,1
T20090003231,1,Dry,1
T20090003234,1,Dry,1
T20090003235,1,Dry,1
T20090003240,1,Dry,1
T20090003241,1,Dry,1
T20090003247,1,Dry,1
T20090003248,1,Dry,1
T20090003252,9,Unknown,1
T20090003254,1,Dry,1
T20090003259,1,Dry,1
T20090003272,1,Dry,1
T20090003274,1,Dry,1
T20090003276,1,Dry,1
T20090003282,1,Dry,1
T20090003291,1,Dry,1
T20090003293,1,Dry,0
T20090003294,1,Dry,1
T20090003296,1,Dry,1
T20090003298,1,Dry,1
T20090003304,1,Dry,1
T20090003308,1,Dry,1
T20090003309,1,Dry,1
T20090003310,1,Dry,1
T20090003315,1,Dry,1
T20090003316,1,Dry,1
T20090003318,1,Dry,1
T20090003320,1,Dry,1
T20090003321,1,Dry,1
T20090003323,1,Dry,1
T20090003325,1,Dry,1
T20090003327,1,Dry,1
T20090003351,1,Dry,1
T20090003361,1,Dry,1
T20090003363,1,Dry,1
T20090003365,1,Dry,1
T20090003366,1,Dry,1
T20090003368,1,Dry,1
T20090003375,1,Dry,1
T20090003380,1,Dry,1
T20090003383,1,Dry,1
T20090003384,1,Dry,1
T20090003386,1,Dry,1
T20090003388,1,Dry,1
T20090003389,1,Dry,1
T20090003390,1,Dry,1
T20090003394,2,Wet,1
T20090003395,1,Dry,1
T20090003399,1,Dry,1
T20090003404,1,Dry,1
T20090003408,1,Dry,1
T20090003410,1,Dry,1
T20090003411,1,Dry,1
T20090003414,1,Dry,1
T20090003417,1,Dry,1
T20090003419,1,Dry,1
T20090003421,1,Dry,1
T20090003430,1,Dry,1
T20090003436,1,Dry,1
T20090003443,1,Dry,1
T20090003453,1,Dry,1
T20090003456,1,Dry,1
T20090003457,1,Dry,1
T20090003459,1,Dry,1
T20090003467,1,Dry,1
T20090003468,1,Dry,1
T20090003469,1,Dry,1
T20090003475,1,Dry,1
T20090003481,1,Dry,1
T20090003483,1,Dry,1
T20090003485,1,Dry,1
T20090003490,1,Dry,1
T20090003491,1,Dry,1
T20090003492,1,Dry,1
T20090003493,1,Dry,1
T20090003496,1,Dry,1
T20090003497,1,Dry,1
T20090003498,1,Dry,1
T20090003506,1,Dry,1
T20090003508,1,Dry,1
T20090003509,1,Dry,1
T20090003512,1,Dry,1
T20090003513,1,Dry,1
T20090003521,1,Dry,1
T20090003522,1,Dry,1
T20090003523,1,Dry,1
T20090003524,1,Dry,1
T20090003525,1,Dry,1
T20090003527,1,Dry,1
T20090003529,1,Dry,1
T20090003538,1,Dry,1
T20090003539,1,Dry,1
T20090003540,1,Dry,1
T20090003547,1,Dry,1
T20090003548,1,Dry,1
T20090003553,1,Dry,1
T20090003556,1,Dry,1
T20090003558,1,Dry,1
T20090003565,1,Dry,1
T20090003576,1,Dry,1
T20090003577,1,Dry,1
T20090003580,1,Dry,1
T20090003584,1,Dry,1
T20090003590,1,Dry,1
T20090003602,1,Dry,1
T20090003603,1,Dry,1
T20090003609,1,Dry,0
T20090003612,1,Dry,1
T20090003615,1,Dry,1
T20090003618,1,Dry,1
T20090003620,1,Dry,1
T20090003624,1,Dry,1
T20090003625,1,Dry,0
T20090003626,1,Dry,1
T20090003627,1,Dry,1
T20090003631,1,Dry,1
T20090003639,1,Dry,1
T20090003640,1,Dry,1
T20090003641,1,Dry,1
T20090003644,1,Dry,1
T20090003645,1,Dry,1
T20090003653,1,Dry,1
T20090003655,1,Dry,1
T20090003659,1,Dry,1
T20090003660,1,Dry,1
T20090003666,1,Dry,1
T20090003667,1,Dry,1
T20090003673,1,Dry,1
T20090003676,1,Dry,1
T20090003683,1,Dry,1
T20090003692,1,Dry,1
T20090003696,1,Dry,1
T20090003698,1,Dry,1
T20090003709,1,Dry,1
T20090003711,1,Dry,1
T20090003716,1,Dry,1
T20090003720,1,Dry,1
T20090003725,1,Dry,1
T20090003726,1,Dry,1
T20090003727,2,Wet,1
T20090003728,1,Dry,1
T20090003729,1,Dry,1
T20090003731,1,Dry,1
T20090003732,1,Dry,1
T20090003734,9,Unknown,1
T20090003740,1,Dry,1
T20090003742,1,Dry,1
T20090003743,1,Dry,1
T20090003744,1,Dry,1
T20090003745,1,Dry,1
T20090003746,1,Dry,1
T20090003748,1,Dry,1
T20090003752,2,Wet,1
T20090003754,1,Dry,1
T20090003758,1,Dry,0
T20090003760,1,Dry,1
T20090003761,1,Dry,1
T20090003764,2,Wet,1
T20090003765,1,Dry,1
T20090003766,1,Dry,1
T20090003769,1,Dry,1
T20090003778,1,Dry,1
T20090003781,1,Dry,1
T20090003784,1,Dry,1
T20090003785,1,Dry,1
T20090003788,1,Dry,1
T20090003794,1,Dry,1
T20090003798,1,Dry,1
T20090003801,1,Dry,1
T20090003805,1,Dry,1
T20090003806,1,Dry,1
T20090003815,1,Dry,1
T20090003816,1,Dry,1
T20090003818,1,Dry,1
T20090003819,1,Dry,1
T20090003821,1,Dry,1
T20090003823,1,Dry,1
T20090003825,1,Dry,1
T20090003826,1,Dry,1
T20090003831,1,Dry,1
T20090003833,1,Dry,1
T20090003837,1,Dry,1
T20090003838,1,Dry,1
T20090003842,2,Wet,1
T20090003843,1,Dry,1
T20090003852,2,Wet,1
T20090003859,1,Dry,1
T20090003860,2,Wet,1
T20090003863,1,Dry,1
T20090003866,1,Dry,1
T20090003867,1,Dry,1
T20090003874,2,Wet,1
T20090003876,1,Dry,1
T20090003881,2,Wet,1
T20090003883,1,Dry,1
T20090003885,9,Unknown,1
T20090003886,1,Dry,1
T20090003888,1,Dry,1
T20090003891,1,Dry,1
T20090003899,1,Dry,1
T20090003903,1,Dry,1
T20090003905,1,Dry,1
T20090003910,1,Dry,1
T20090003912,1,Dry,1
T20090003917,1,Dry,1
T20090003926,1,Dry,1
T20090003939,1,Dry,1
T20090003940,1,Dry,1
T20090003942,1,Dry,1
T20090003943,1,Dry,1
T20090003946,1,Dry,1
T20090003947,1,Dry,1
T20090003957,1,Dry,1
T20090003962,1,Dry,1
T20090003964,1,Dry,1
T20090003968,1,Dry,1
T20090003969,9,Unknown,1
T20090003975,1,Dry,1
T20090003979,1,Dry,1
T20090003980,1,Dry,1
T20090003989,1,Dry,1
T20090003991,1,Dry,1
T20090003992,1,Dry,1
T20090003996,2,Wet,1
T20090003998,1,Dry,1
T20090003999,1,Dry,1
T20090004000,1,Dry,1
T20090004003,1,Dry,0
T20090004015,1,Dry,1
T20090004017,1,Dry,1
T20090004020,1,Dry,1
T20090004026,1,Dry,1
T20090004029,1,Dry,1
T20090004031,1,Dry,1
T20090004032,1,Dry,1
T20090004033,1,Dry,1
T20090004034,1,Dry,1
T20090004036,1,Dry,1
T20090004037,1,Dry,1
T20090004041,1,Dry,1
T20090004043,1,Dry,1
T20090004045,1,Dry,1
T20090004051,1,Dry,1
T20090004053,1,Dry,1
T20090004057,1,Dry,1
T20090004062,1,Dry,1
T20090004063,1,Dry,1
T20090004064,1,Dry,1
T20090004067,1,Dry,1
T20090004069,1,Dry,1
T20090004072,1,Dry,1
T20090004073,1,Dry,1
T20090004079,1,Dry,1
T20090004081,1,Dry,1
T20090004083,1,Dry,1
T20090004087,1,Dry,1
T20090004092,1,Dry,1
T20090004095,1,Dry,1
T20090004096,1,Dry,1
T20090004098,1,Dry,1
T20090004099,1,Dry,1
T20090004100,1,Dry,1
T20090004102,1,Dry,1
T20090004104,1,Dry,1
T20090004109,1,Dry,1
T20090004113,1,Dry,1
T20090004115,1,Dry,1
T20090004116,1,Dry,1
T20090004121,1,Dry,1
T20090004129,1,Dry,1
T20090004130,1,Dry,1
T20090004131,1,Dry,1
T20090004134,1,Dry,1
T20090004137,1,Dry,1
T20090004138,1,Dry,1
T20090004149,1,Dry,1
T20090004157,1,Dry,1
T20090004160,1,Dry,1
T20090004165,1,Dry,1
T20090004167,1,Dry,1
T20090004170,1,Dry,1
T20090004171,1,Dry,0
T20090004173,1,Dry,1
T20090004178,1,Dry,1
T20090004184,1,Dry,1
T20090004186,9,Unknown,1
T20090004191,1,Dry,1
T20090004194,1,Dry,1
T20090004196,1,Dry,1
T20090004199,1,Dry,1
T20090004207,1,Dry,0
T20090004208,1,Dry,1
T20090004212,1,Dry,1
T20090004214,1,Dry,1
T20090004221,1,Dry,1
T20090004223,1,Dry,1
T20090004224,1,Dry,1
T20090004227,9,Unknown,1
T20090004229,1,Dry,1
T20090004230,1,Dry,1
T20090004234,1,Dry,1
T20090004235,1,Dry,1
T20090004237,1,Dry,1
T20090004239,1,Dry,1
T20090004241,2,Wet,1
T20090004249,1,Dry,1
T20090004250,1,Dry,1
T20090004252,1,Dry,1
T20090004255,1,Dry,1
T20090004257,1,Dry,1
T20090004266,1,Dry,1
T20090004267,1,Dry,1
T20090004268,1,Dry,1
T20090004273,1,Dry,1
T20090004274,1,Dry,1
T20090004275,1,Dry,1
T20090004283,1,Dry,1
T20090004284,1,Dry,1
T20090004288,1,Dry,1
T20090004289,1,Dry,1
T20090004293,1,Dry,1
T20090004296,1,Dry,1
T20090004298,1,Dry,1
T20090004299,1,Dry,1
T20090004302,1,Dry,1
T20090004307,1,Dry,1
T20090004310,1,Dry,1
T20090004311,1,Dry,1
T20090004314,1,Dry,1
T20090004315,1,Dry,1
T20090004318,1,Dry,1
T20090004322,1,Dry,1
T20090004324,9,Unknown,1
T20090004326,1,Dry,1
T20090004351,9,Unknown,1
T20090004352,9,Unknown,1
T20090004354,1,Dry,1
T20090004355,1,Dry,1
T20090004359,1,Dry,1
T20090004360,1,Dry,1
T20090004365,1,Dry,1
T20090004367,2,Wet,1
T20090004376,1,Dry,1
T20090004378,1,Dry,1
T20090004379,1,Dry,1
T20090004381,1,Dry,1
T20090004382,1,Dry,1
T20090004383,1,Dry,1
T20090004386,1,Dry,1
T20090004387,1,Dry,1
T20090004390,1,Dry,1
T20090004392,1,Dry,1
T20090004393,1,Dry,1
T20090004399,1,Dry,1
T20090004404,1,Dry,1
T20090004420,1,Dry,0
T20090004426,1,Dry,1
T20090004427,1,Dry,1
T20090004428,1,Dry,1
T20090004432,1,Dry,1
T20090004436,1,Dry,1
T20090004438,1,Dry,1
T20090004440,1,Dry,1
T20090004443,1,Dry,1
T20090004447,1,Dry,1
T20090004451,1,Dry,1
T20090004462,1,Dry,1
T20090004464,1,Dry,1
T20090004465,1,Dry,1
T20090004467,1,Dry,1
T20090004470,1,Dry,1
T20090004473,1,Dry,1
T20090004474,1,Dry,1
T20090004475,1,Dry,0
T20090004476,1,Dry,1
T20090004477,1,Dry,1
T20090004478,1,Dry,1
T20090004479,1,Dry,1
T20090004482,1,Dry,1
T20090004484,1,Dry,1
T20090004486,1,Dry,1
T20090004487,1,Dry,1
T20090004489,1,Dry,1
T20090004492,1,Dry,1
T20090004495,1,Dry,1
T20090004510,1,Dry,1
T20090004515,1,Dry,1
T20090004519,1,Dry,1
T20090004523,1,Dry,1
T20090004526,1,Dry,1
T20090004533,1,Dry,1
T20090004537,1,Dry,1
T20090004538,1,Dry,1
T20090004545,1,Dry,1
T20090004546,1,Dry,1
T20090004552,1,Dry,1
T20090004553,1,Dry,1
T20090004554,1,Dry,1
T20090004556,1,Dry,1
T20090004562,1,Dry,1
T20090004564,1,Dry,1
T20090004568,1,Dry,1
T20090004569,1,Dry,1
T20090004576,1,Dry,1
T20090004577,1,Dry,1
T20090004581,1,Dry,1
T20090004582,1,Dry,1
T20090004605,1,Dry,1
T20090004607,1,Dry,1
T20090004609,2,Wet,1
T20090004612,2,Wet,1
T20090004612,3,Muddy,2
T20090004614,2,Wet,0
T20090004615,1,Dry,1
T20090004620,1,Dry,1
T20090004624,2,Wet,1
T20090004626,1,Dry,1
T20090004631,1,Dry,1
T20090004634,1,Dry,1
T20090004635,1,Dry,1
T20090004638,1,Dry,1
T20090004645,1,Dry,1
T20090004648,1,Dry,1
T20090004649,1,Dry,1
T20090004668,1,Dry,1
T20090004675,2,Wet,1
T20090004679,1,Dry,1
T20090004681,1,Dry,1
T20090004683,1,Dry,1
T20090004686,1,Dry,1
T20090004688,1,Dry,1
T20090004690,1,Dry,1
T20090004699,1,Dry,1
T20090004710,1,Dry,1
T20090004712,1,Dry,0
T20090004715,2,Wet,1
T20090004716,1,Dry,1
T20090004717,1,Dry,1
T20090004718,1,Dry,1
T20090004719,1,Dry,1
T20090004720,1,Dry,1
T20090004721,1,Dry,1
T20090004722,1,Dry,1
T20090004724,1,Dry,1
T20090004729,1,Dry,1
T20090004732,1,Dry,1
T20090004733,1,Dry,1
T20090004735,1,Dry,1
T20090004737,1,Dry,1
T20090004739,1,Dry,1
T20090004741,1,Dry,1
T20090004742,1,Dry,1
T20090004743,1,Dry,1
T20090004755,1,Dry,1
T20090004756,9,Unknown,1
T20090004762,1,Dry,1
T20090004764,1,Dry,1
T20090004776,1,Dry,1
T20090004789,1,Dry,1
T20090004790,1,Dry,1
T20090004791,1,Dry,1
T20090004794,1,Dry,1
T20090004795,1,Dry,1
T20090004797,1,Dry,1
T20090004801,1,Dry,1
T20090004804,1,Dry,1
T20090004807,1,Dry,1
T20090004808,1,Dry,1
T20090004810,1,Dry,1
T20090004815,1,Dry,1
T20090004817,1,Dry,1
T20090004823,1,Dry,1
T20090004824,1,Dry,1
T20090004826,1,Dry,1
T20090004830,1,Dry,1
T20090004833,1,Dry,1
T20090004838,1,Dry,1
T20090004841,1,Dry,1
T20090004842,1,Dry,1
T20090004843,1,Dry,1
T20090004845,1,Dry,1
T20090004849,1,Dry,1
T20090004851,1,Dry,1
T20090004852,1,Dry,1
T20090004864,1,Dry,1
T20090004865,1,Dry,1
T20090004866,1,Dry,1
T20090004867,1,Dry,1
T20090004873,1,Dry,1
T20090004874,1,Dry,1
T20090004875,1,Dry,1
T20090004877,1,Dry,1
T20090004883,1,Dry,1
T20090004884,1,Dry,1
T20090004887,9,Unknown,1
T20090004890,1,Dry,1
T20090004891,1,Dry,1
T20090004893,1,Dry,1
T20090004896,1,Dry,1
T20090004897,1,Dry,1
T20090004900,2,Wet,1
T20090004901,1,Dry,1
T20090004902,1,Dry,1
T20090004914,1,Dry,1
T20090004917,1,Dry,1
T20090004924,1,Dry,1
T20090004926,1,Dry,1
T20090004927,1,Dry,1
T20090004930,1,Dry,1
T20090004931,1,Dry,1
T20090004933,1,Dry,0
T20090004934,2,Wet,1
T20090004935,1,Dry,1
T20090004936,1,Dry,1
T20090004937,2,Wet,1
T20090004938,1,Dry,1
T20090004939,1,Dry,1
T20090004940,1,Dry,1
T20090004941,1,Dry,1
T20090004942,1,Dry,1
T20090004943,1,Dry,1
T20090004945,1,Dry,1
T20090004955,1,Dry,1
T20090004956,1,Dry,1
T20090004962,1,Dry,1
T20090004965,1,Dry,1
T20090004970,1,Dry,1
T20090004976,1,Dry,1
T20090004978,1,Dry,1
T20090004981,1,Dry,1
T20090004989,1,Dry,1
T20090004991,1,Dry,1
T20090004993,1,Dry,1
T20090004999,1,Dry,1
T20090005000,2,Wet,1
T20090005000,3,Muddy,2
T20090005001,1,Dry,1
T20090005019,1,Dry,1
T20090005022,1,Dry,1
T20090005026,2,Wet,1
T20090005028,1,Dry,1
T20090005029,2,Wet,1
T20090005032,1,Dry,1
T20090005033,1,Dry,1
T20090005038,1,Dry,1
T20090005042,1,Dry,1
T20090005043,1,Dry,1
T20090005044,1,Dry,1
T20090005049,1,Dry,1
T20090005061,2,Wet,1
T20090005065,1,Dry,1
T20090005066,2,Wet,1
T20090005074,1,Dry,1
T20090005077,1,Dry,1
T20090005079,1,Dry,1
T20090005083,1,Dry,1
T20090005084,1,Dry,1
T20090005088,1,Dry,1
T20090005090,1,Dry,1
T20090005093,1,Dry,1
T20090005095,1,Dry,1
T20090005096,1,Dry,1
T20090005099,1,Dry,1
T20090005104,1,Dry,1
T20090005109,1,Dry,1
T20090005112,1,Dry,1
T20090005113,1,Dry,1
T20090005115,1,Dry,1
T20090005116,1,Dry,1
T20090005119,1,Dry,1
T20090005121,1,Dry,0
T20090005124,1,Dry,1
T20090005125,1,Dry,1
T20090005133,1,Dry,1
T20090005147,1,Dry,1
T20090005152,1,Dry,1
T20090005155,1,Dry,1
T20090005156,1,Dry,1
T20090005157,1,Dry,1
T20090005158,2,Wet,1
T20090005159,1,Dry,1
T20090005161,9,Unknown,1
T20090005165,1,Dry,1
T20090005170,2,Wet,1
T20090005173,1,Dry,1
T20090005174,1,Dry,1
T20090005176,1,Dry,1
T20090005180,1,Dry,1
T20090005187,1,Dry,1
T20090005188,1,Dry,1
T20090005199,1,Dry,1
T20090005200,1,Dry,1
T20090005202,1,Dry,1
T20090005205,1,Dry,1
T20090005207,1,Dry,1
T20090005208,1,Dry,1
T20090005210,1,Dry,1
T20090005211,1,Dry,1
T20090005218,1,Dry,1
T20090005220,1,Dry,1
T20090005221,1,Dry,1
T20090005222,1,Dry,1
T20090005225,1,Dry,1
T20090005226,9,Unknown,1
T20090005229,1,Dry,1
T20090005230,1,Dry,1
T20090005234,1,Dry,1
T20090005241,1,Dry,1
T20090005242,1,Dry,1
T20090005244,1,Dry,1
T20090005253,1,Dry,1
T20090005261,1,Dry,1
T20090005268,1,Dry,1
T20090005272,1,Dry,1
T20090005276,1,Dry,1
T20090005277,1,Dry,1
T20090005280,1,Dry,1
T20090005281,1,Dry,1
T20090005283,1,Dry,1
T20090005293,1,Dry,1
T20090005297,1,Dry,1
T20090005299,1,Dry,1
T20090005300,1,Dry,1
T20090005303,1,Dry,1
T20090005308,1,Dry,1
T20090005310,1,Dry,1
T20090005311,1,Dry,1
T20090005312,1,Dry,1
T20090005315,1,Dry,1
T20090005320,1,Dry,1
T20090005323,1,Dry,1
T20090005324,1,Dry,1
T20090005327,1,Dry,1
T20090005328,1,Dry,1
T20090005330,1,Dry,1
T20090005337,1,Dry,1
T20090005343,1,Dry,1
T20090005345,1,Dry,1
T20090005347,1,Dry,1
T20090005352,1,Dry,1
T20090005355,1,Dry,1
T20090005359,1,Dry,1
T20090005363,2,Wet,1
T20090005364,9,Unknown,1
T20090005365,1,Dry,1
T20090005366,1,Dry,1
T20090005367,2,Wet,1
T20090005369,1,Dry,1
T20090005370,1,Dry,1
T20090005371,1,Dry,1
T20090005373,1,Dry,1
T20090005375,1,Dry,1
T20090005377,1,Dry,1
T20090005382,1,Dry,1
T20090005387,1,Dry,1
T20090005389,1,Dry,1
T20090005390,1,Dry,1
T20090005396,1,Dry,1
T20090005398,1,Dry,1
T20090005400,1,Dry,1
T20090005401,1,Dry,1
T20090005405,1,Dry,1
T20090005409,1,Dry,1
T20090005412,1,Dry,1
T20090005413,1,Dry,1
T20090005416,1,Dry,1
T20090005420,1,Dry,1
T20090005427,1,Dry,1
T20090005432,1,Dry,1
T20090005433,1,Dry,1
T20090005437,1,Dry,1
T20090005438,1,Dry,1
T20090005443,1,Dry,1
T20090005446,1,Dry,1
T20090005447,1,Dry,1
T20090005448,1,Dry,1
T20090005453,1,Dry,1
T20090005454,1,Dry,1
T20090005461,1,Dry,1
T20090005464,1,Dry,1
T20090005467,1,Dry,1
T20090005476,1,Dry,1
T20090005478,1,Dry,1
T20090005479,1,Dry,1
T20090005480,1,Dry,1
T20090005487,1,Dry,1
T20090005489,1,Dry,1
T20090005496,1,Dry,1
T20090005501,1,Dry,1
T20090005505,1,Dry,1
T20090005506,1,Dry,1
T20090005516,1,Dry,1
T20090005517,1,Dry,1
T20090005518,1,Dry,1
T20090005529,1,Dry,1
T20090005537,1,Dry,1
T20090005538,1,Dry,1
T20090005539,1,Dry,1
T20090005545,1,Dry,1
T20090005546,1,Dry,1
T20090005547,1,Dry,1
T20090005549,1,Dry,1
T20090005556,2,Wet,1
T20090005559,1,Dry,1
T20090005564,1,Dry,1
T20090005570,1,Dry,1
T20090005571,1,Dry,1
T20090005574,1,Dry,1
T20090005575,1,Dry,1
T20090005577,1,Dry,1
T20090005578,1,Dry,1
T20090005592,1,Dry,1
T20090005594,1,Dry,1
T20090005600,1,Dry,1
T20090005601,1,Dry,1
T20090005606,1,Dry,1
T20090005611,1,Dry,1
T20090005617,1,Dry,1
T20090005619,1,Dry,1
T20090005623,1,Dry,1
T20090005624,1,Dry,1
T20090005626,1,Dry,1
T20090005630,1,Dry,1
T20090005633,1,Dry,1
T20090005635,1,Dry,1
T20090005639,1,Dry,1
T20090005640,1,Dry,1
T20090005641,1,Dry,1
T20090005643,1,Dry,1
T20090005644,1,Dry,1
T20090005645,1,Dry,1
T20090005649,1,Dry,1
T20090005650,1,Dry,1
T20090005658,1,Dry,1
T20090005660,1,Dry,1
T20090005663,1,Dry,1
T20090005668,1,Dry,1
T20090005670,1,Dry,1
T20090005671,1,Dry,1
T20090005673,2,Wet,1
T20090005676,1,Dry,1
T20090005677,1,Dry,1
T20090005679,1,Dry,1
T20090005680,1,Dry,1
T20090005681,1,Dry,1
T20090005685,1,Dry,1
T20090005690,1,Dry,1
T20090005692,1,Dry,1
T20090005693,1,Dry,1
T20090005695,1,Dry,1
T20090005699,1,Dry,1
T20090005701,1,Dry,1
T20090005703,1,Dry,1
T20090005706,1,Dry,1
T20090005707,1,Dry,1
T20090005712,1,Dry,1
T20090005713,1,Dry,1
T20090005714,1,Dry,1
T20090005718,1,Dry,1
T20090005719,1,Dry,1
T20090005721,1,Dry,1
T20090005722,1,Dry,1
T20090005732,1,Dry,1
T20090005734,1,Dry,1
T20090005735,1,Dry,1
T20090005739,1,Dry,1
T20090005740,1,Dry,1
T20090005742,1,Dry,1
T20090005743,1,Dry,1
T20090005744,1,Dry,1
T20090005746,1,Dry,1
T20090005754,1,Dry,1
T20090005756,1,Dry,1
T20090005758,9,Unknown,1
T20090005761,1,Dry,1
T20090005763,1,Dry,1
T20090005764,1,Dry,1
T20090005766,1,Dry,1
T20090005778,1,Dry,1
T20090005779,1,Dry,1
T20090005787,1,Dry,1
T20090005788,1,Dry,1
T20090005794,1,Dry,1
T20090005796,1,Dry,1
T20090005799,1,Dry,1
T20090005801,1,Dry,1
T20090005804,1,Dry,1
T20090005827,1,Dry,1
T20090005828,1,Dry,1
T20090005836,1,Dry,1
T20090005842,1,Dry,1
T20090005843,1,Dry,1
T20090005845,1,Dry,1
T20090005846,1,Dry,1
T20090005852,9,Unknown,1
T20090005853,1,Dry,1
T20090005854,1,Dry,1
T20090005856,1,Dry,1
T20090005857,1,Dry,1
T20090005861,1,Dry,1
T20090005862,1,Dry,1
T20090005863,1,Dry,1
T20090005871,1,Dry,1
T20090005875,1,Dry,1
T20090005877,1,Dry,1
T20090005884,1,Dry,1
T20090005890,1,Dry,1
T20090005897,1,Dry,1
T20090005900,1,Dry,1
T20090005905,1,Dry,1
T20090005908,1,Dry,1
T20090005909,1,Dry,1
T20090005910,1,Dry,1
T20090005916,1,Dry,1
T20090005918,1,Dry,1
T20090005920,1,Dry,1
T20090005923,1,Dry,1
T20090005928,1,Dry,1
T20090005932,1,Dry,1
T20090005933,2,Wet,0
T20090005933,3,Muddy,1
T20090005934,1,Dry,1
T20090005937,1,Dry,1
T20090005939,1,Dry,1
T20090005948,1,Dry,1
T20090005949,2,Wet,1
T20090005952,1,Dry,1
T20090005953,1,Dry,1
T20090005954,1,Dry,1
T20090005962,1,Dry,1
T20090005964,1,Dry,1
T20090005966,1,Dry,1
T20090005969,1,Dry,1
T20090005970,1,Dry,1
T20090005971,1,Dry,1
T20090005974,1,Dry,1
T20090005982,1,Dry,1
T20090005987,1,Dry,1
T20090005991,1,Dry,1
T20090005995,1,Dry,1
T20090005996,1,Dry,1
T20090005999,1,Dry,1
T20090006004,1,Dry,1
T20090006006,1,Dry,1
T20090006007,1,Dry,1
T20090006009,1,Dry,1
T20090006010,1,Dry,1
T20090006012,1,Dry,1
T20090006014,1,Dry,1
T20090006016,1,Dry,1
T20090006020,1,Dry,1
T20090006022,1,Dry,1
T20090006024,1,Dry,1
T20090006028,1,Dry,1
T20090006031,9,Unknown,1
T20090006033,1,Dry,1
T20090006035,1,Dry,1
T20090006036,1,Dry,1
T20090006037,1,Dry,1
T20090006039,1,Dry,1
T20090006044,1,Dry,1
T20090006049,1,Dry,1
T20090006052,1,Dry,1
T20090006054,1,Dry,1
T20090006056,1,Dry,1
T20090006063,1,Dry,1
T20090006065,1,Dry,1
T20090006072,1,Dry,1
T20090006078,1,Dry,1
T20090006082,1,Dry,1
T20090006083,1,Dry,1
T20090006084,1,Dry,1
T20090006090,1,Dry,1
T20090006096,1,Dry,1
T20090006100,1,Dry,1
T20090006102,1,Dry,1
T20090006105,1,Dry,1
T20090006113,1,Dry,1
T20090006114,1,Dry,0
T20090006118,1,Dry,1
T20090006119,1,Dry,1
T20090006120,1,Dry,1
T20090006122,1,Dry,1
T20090006123,1,Dry,1
T20090006125,1,Dry,1
T20090006132,2,Wet,1
T20090006133,1,Dry,1
T20090006134,1,Dry,1
T20090006135,1,Dry,1
T20090006139,1,Dry,1
T20090006145,1,Dry,1
T20090006147,1,Dry,1
T20090006153,1,Dry,1
T20090006154,1,Dry,1
T20090006155,1,Dry,1
T20090006159,1,Dry,1
T20090006161,2,Wet,1
T20090006162,1,Dry,1
T20090006163,1,Dry,1
T20090006170,1,Dry,1
T20090006176,1,Dry,1
T20090006177,1,Dry,1
T20090006179,1,Dry,1
T20090006180,1,Dry,1
T20090006181,1,Dry,1
T20090006188,1,Dry,1
T20090006192,1,Dry,1
T20090006193,1,Dry,1
T20090006195,1,Dry,0
T20090006200,9,Unknown,0
T20090006205,1,Dry,1
T20090006211,1,Dry,1
T20090006214,1,Dry,1
T20090006215,1,Dry,1
T20090006216,1,Dry,1
T20090006225,1,Dry,1
T20090006229,1,Dry,1
T20090006231,1,Dry,1
T20090006233,1,Dry,1
T20090006234,1,Dry,1
T20090006237,1,Dry,1
T20090006238,1,Dry,1
T20090006240,1,Dry,1
T20090006243,1,Dry,1
T20090006246,1,Dry,1
T20090006251,1,Dry,1
T20090006253,1,Dry,1
T20090006255,1,Dry,1
T20090006256,1,Dry,1
T20090006258,1,Dry,1
T20090006259,1,Dry,1
T20090006262,1,Dry,1
T20090006266,1,Dry,1
T20090006272,1,Dry,1
T20090006275,1,Dry,1
T20090006279,1,Dry,1
T20090006291,1,Dry,1
T20090006297,1,Dry,1
T20090006299,1,Dry,1
T20090006302,1,Dry,1
T20090006303,1,Dry,1
T20090006309,1,Dry,1
T20090006310,1,Dry,1
T20090006313,1,Dry,1
T20090006319,1,Dry,1
T20090006320,1,Dry,1
T20090006332,1,Dry,1
T20090006334,9,Unknown,1
T20090006335,1,Dry,0
T20090006344,1,Dry,1
T20090006346,1,Dry,1
T20090006351,1,Dry,1
T20090006353,1,Dry,1
T20090006354,1,Dry,1
T20090006355,1,Dry,1
T20090006357,1,Dry,1
T20090006362,9,Unknown,1
T20090006365,1,Dry,1
T20090006369,2,Wet,1
T20090006373,1,Dry,1
T20090006377,1,Dry,1
T20090006378,2,Wet,1
T20090006381,1,Dry,1
T20090006385,1,Dry,1
T20090006387,1,Dry,1
T20090006393,1,Dry,1
T20090006398,1,Dry,1
T20090006399,1,Dry,1
T20090006406,1,Dry,1
T20090006412,1,Dry,1
T20090006413,1,Dry,1
T20090006415,1,Dry,1
T20090006416,1,Dry,1
T20090006418,1,Dry,1
T20090006422,1,Dry,1
T20090006424,1,Dry,1
T20090006427,1,Dry,1
T20090006431,1,Dry,1
T20090006432,1,Dry,1
T20090006437,1,Dry,1
T20090006448,1,Dry,1
T20090006452,1,Dry,1
T20090006453,9,Unknown,1
T20090006454,1,Dry,1
T20090006456,1,Dry,1
T20090006458,1,Dry,0
T20090006459,1,Dry,1
T20090006462,1,Dry,1
T20090006465,1,Dry,1
T20090006469,1,Dry,1
T20090006472,1,Dry,1
T20090006476,1,Dry,1
T20090006489,1,Dry,1
