ACCIDENT_NO,SURFACE_COND,Surface Cond Desc,SURFACE_COND_SEQ
T20090000001,1,Dry,1
T20090000002,1,Dry,1
T20090000006,1,Dry,1
T20090000016,1,Dry,1
T20090000017,1,Dry,1
T20090000021,1,Dry,1
T20090000026,1,Dry,1
T20090000027,1,Dry,1
T20090000034,1,Dry,1
T20090000038,2,Wet,1
T20090000039,1,Dry,1
T20090000040,1,Dry,1
T20090000043,1,Dry,1
T20090000049,1,Dry,1
T20090000050,1,Dry,1
T20090000055,1,Dry,1
T20090000061,1,Dry,1
T20090000066,1,Dry,1
T20090000070,1,Dry,1
T20090000072,1,Dry,1
T20090000074,1,Dry,1
T20090000076,1,Dry,1
T20090000078,1,Dry,1
T20090000080,1,Dry,1
T20090000083,1,Dry,1
T20090000086,2,Wet,1
T20090000092,1,Dry,1
T20090000093,1,Dry,1
T20090000096,2,Wet,1
T20090000097,1,Dry,1
T20090000098,2,Wet,1
T20090000099,1,Dry,1
T20090000103,1,Dry,1
T20090000106,1,Dry,1
T20090000108,9,Unknown,1
T20090000115,1,Dry,1
T20090000116,2,Wet,1
T20090000122,2,Wet,1
T20090000123,1,Dry,1
T20090000125,2,Wet,1
T20090000126,1,Dry,1
T20090000128,1,Dry,1
T20090000129,1,Dry,1
T20090000132,2,Wet,1
T20090000135,1,Dry,1
T20090000137,2,Wet,1
T20090000145,1,Dry,1
T20090000153,1,Dry,1
T20090000166,1,Dry,1
T20090000177,1,Dry,1
T20090000181,1,Dry,1
T20090000184,1,Dry,1
T20090000187,1,Dry,1
T20090000188,1,Dry,1
T20090000189,1,Dry,1
T20090000193,1,Dry,1
T20090000196,1,Dry,1
T20090000204,1,Dry,1
T20090000205,1,Dry,1
T20090000212,1,Dry,1
T20090000215,1,Dry,1
T20090000217,1,Dry,1
T20090000223,1,Dry,1
T20090000226,1,Dry,1
T20090000227,1,Dry,1
T20090000236,1,Dry,1
T20090000237,1,Dry,1
T20090000242,1,Dry,1
T20090000243,2,Wet,1
T20090000245,9,Unknown,1
T20090000253,1,Dry,1
T20090000254,1,Dry,1
T20090000262,2,Wet,1
T20090000268,2,Wet,1
T20090000272,1,Dry,1
T20090000273,1,Dry,1
T20090000274,1,Dry,1
T20090000276,1,Dry,1
T20090000281,1,Dry,1
T20090000282,1,Dry,1
T20090000283,1,Dry,1
T20090000285,1,Dry,1
T20090000286,1,Dry,1
T20090000288,1,Dry,1
T20090000290,1,Dry,1
T20090000291,1,Dry,1
T20090000295,1,Dry,1
T20090000310,1,Dry,1
T20090000312,1,Dry,1
T20090000318,1,Dry,1
T20090000322,1,Dry,1
T20090000328,1,Dry,0
T20090000330,1,Dry,1
T20090000331,1,Dry,1
T20090000333,1,Dry,1
T20090000335,1,Dry,1
T20090000337,1,Dry,1
T20090000338,9,Unknown,1
T20090000344,1,Dry,1
T20090000351,1,Dry,1
T20090000352,1,Dry,1
T20090000355,1,Dry,1
T20090000359,1,Dry,1
T20090000360,1,Dry,1
T20090000362,1,Dry,1
T20090000364,1,Dry,0
T20090000366,1,Dry,1
T20090000368,1,Dry,1
T20090000369,1,Dry,1
T20090000373,1,Dry,1
T20090000374,1,Dry,1
T20090000379,1,Dry,1
T20090000381,1,Dry,1
T20090000382,1,Dry,1
T20090000386,1,Dry,1
T20090000396,1,Dry,1
T20090000397,1,Dry,1
T20090000400,1,Dry,1
T20090000406,1,Dry,1
T20090000408,9,Unknown,1
T20090000412,1,Dry,1
T20090000416,1,Dry,1
T20090000418,1,Dry,1
T20090000423,1,Dry,1
T20090000428,1,Dry,1
T20090000434,1,Dry,1
T20090000436,1,Dry,1
T20090000438,1,Dry,1
T20090000442,1,Dry,1
T20090000443,1,Dry,1
T20090000444,1,Dry,1
T20090000450,1,Dry,1
T20090000452,1,Dry,1
T20090000462,2,Wet,1
T20090000463,1,Dry,1
T20090000465,1,Dry,1
T20090000467,1,Dry,1
T20090000470,1,Dry,1
T20090000472,1,Dry,1
T20090000473,1,Dry,1
T20090000474,1,Dry,1
T20090000476,1,Dry,1
T20090000484,1,Dry,1
T20090000492,1,Dry,1
T20090000499,1,Dry,1
T20090000504,1,Dry,1
T20090000506,1,Dry,1
T20090000507,1,Dry,1
T20090000508,1,Dry,1
T20090000515,1,Dry,1
T20090000518,1,Dry,1
T20090000519,1,Dry,1
T20090000520,1,Dry,1
T20090000523,1,Dry,1
T20090000526,1,Dry,1
T20090000528,1,Dry,1
T20090000532,1,Dry,1
T20090000533,1,Dry,1
T20090000539,1,Dry,1
T20090000540,1,Dry,1
T20090000542,1,Dry,1
T20090000544,1,Dry,1
T20090000547,1,Dry,1
T20090000548,1,Dry,1
T20090000554,1,Dry,1
T20090000558,1,Dry,1
T20090000561,1,Dry,1
T20090000562,1,Dry,1
T20090000563,1,Dry,1
T20090000567,1,Dry,1
T20090000571,1,Dry,1
T20090000577,1,Dry,1
T20090000578,1,Dry,1
T20090000580,1,Dry,1
T20090000584,1,Dry,1
T20090000585,1,Dry,1
T20090000586,1,Dry,1
T20090000587,1,Dry,1
T20090000588,1,Dry,1
T20090000594,1,Dry,1
T20090000595,1,Dry,1
T20090000597,1,Dry,0
T20090000600,1,Dry,1
T20090000601,1,Dry,1
T20090000605,1,Dry,1
T20090000609,1,Dry,1
T20090000622,1,Dry,1
T20090000625,1,Dry,1
T20090000631,1,Dry,1
T20090000632,1,Dry,1
T20090000634,1,Dry,1
T20090000640,1,Dry,1
T20090000647,1,Dry,1
T20090000649,1,Dry,1
T20090000651,1,Dry,1
T20090000653,1,Dry,1
T20090000655,1,Dry,1
T20090000656,1,Dry,1
T20090000659,1,Dry,1
T20090000662,2,Wet,1
T20090000667,2,Wet,1
T20090000672,9,Unknown,1
T20090000673,1,Dry,1
T20090000679,1,Dry,1
T20090000682,1,Dry,1
T20090000687,1,Dry,1
T20090000694,2,Wet,1
T20090000695,1,Dry,1
T20090000701,1,Dry,1
T20090000703,1,Dry,1
T20090000705,1,Dry,1
T20090000706,1,Dry,1
T20090000714,2,Wet,1
T20090000715,1,Dry,1
T20090000716,1,Dry,1
T20090000717,1,Dry,1
T20090000718,1,Dry,1
T20090000720,1,Dry,1
T20090000725,1,Dry,1
T20090000731,1,Dry,1
T20090000734,1,Dry,1
T20090000737,1,Dry,1
T20090000739,1,Dry,1
T20090000740,1,Dry,1
T20090000744,1,Dry,1
T20090000758,1,Dry,0
T20090000761,1,Dry,1
T20090000763,1,Dry,1
T20090000765,1,Dry,1
T20090000770,1,Dry,1
T20090000776,1,Dry,1
T20090000782,1,Dry,1
T20090000783,1,Dry,1
T20090000785,1,Dry,1
T20090000798,1,Dry,1
T20090000799,1,Dry,1
T20090000800,1,Dry,1
T20090000807,1,Dry,1
T20090000809,1,Dry,1
T20090000811,1,Dry,1
T20090000813,1,Dry,1
T20090000817,1,Dry,1
T20090000818,1,Dry,1
T20090000819,1,Dry,1
T20090000825,1,Dry,1
T20090000826,1,Dry,1
T20090000827,1,Dry,1
T20090000831,1,Dry,1
T20090000832,1,Dry,1
T20090000837,1,Dry,1
T20090000842,1,Dry,1
T20090000846,1,Dry,1
T20090000848,1,Dry,1
T20090000850,1,Dry,1
T20090000855,1,Dry,1
T20090000857,1,Dry,1
T20090000858,1,Dry,1
T20090000859,1,Dry,1
T20090000866,1,Dry,1
T20090000867,9,Unknown,1
T20090000868,1,Dry,1
T20090000872,9,Unknown,1
T20090000875,1,Dry,1
T20090000877,1,Dry,1
T20090000878,1,Dry,1
T20090000883,1,Dry,1
T20090000899,1,Dry,1
T20090000900,1,Dry,1
T20090000901,1,Dry,1
T20090000902,1,Dry,1
T20090000907,1,Dry,1
T20090000909,1,Dry,1
T20090000911,1,Dry,1
T20090000914,1,Dry,1
T20090000919,1,Dry,1
T20090000921,9,Unknown,0
T20090000922,1,Dry,1
T20090000925,1,Dry,1
T20090000926,1,Dry,1
T20090000928,1,Dry,1
T20090000930,1,Dry,1
T20090000931,1,Dry,1
T20090000933,1,Dry,1
T20090000938,1,Dry,1
T20090000940,1,Dry,1
T20090000942,1,Dry,1
T20090000947,1,Dry,1
T20090000948,1,Dry,0
T20090000949,1,Dry,1
T20090000950,1,Dry,1
T20090000953,1,Dry,1
T20090000959,1,Dry,1
T20090000961,1,Dry,1
T20090000962,1,Dry,1
T20090000964,1,Dry,1
T20090000968,1,Dry,1
T20090000973,1,Dry,1
T20090000976,1,Dry,1
T20090000984,1,Dry,1
T20090000985,1,Dry,1
T20090000986,1,Dry,1
T20090000987,1,Dry,1
T20090000988,1,Dry,1
T20090000990,1,Dry,1
T20090000995,1,Dry,1
T20090001000,1,Dry,1
T20090001004,1,Dry,1
T20090001009,1,Dry,1
T20090001012,1,Dry,1
T20090001019,1,Dry,1
T20090001020,1,Dry,1
T20090001021,1,Dry,1
T20090001022,1,Dry,1
T20090001026,1,Dry,0
T20090001030,1,Dry,1
T20090001034,1,Dry,1
T20090001037,1,Dry,1
T20090001039,1,Dry,1
T20090001041,1,Dry,1
T20090001050,1,Dry,1
T20090001053,1,Dry,1
T20090001054,1,Dry,1
T20090001059,1,Dry,1
T20090001065,1,Dry,1
T20090001074,1,Dry,1
T20090001076,1,Dry,1
T20090001079,1,Dry,1
T20090001081,1,Dry,1
T20090001084,1,Dry,1
T20090001088,1,Dry,1
T20090001089,1,Dry,1
T20090001090,1,Dry,1
T20090001097,9,Unknown,1
T20090001098,1,Dry,1
T20090001101,1,Dry,1
T20090001104,1,Dry,1
T20090001107,1,Dry,1
T20090001110,2,Wet,1
T20090001122,1,Dry,1
T20090001124,1,Dry,1
T20090001129,1,Dry,1
T20090001138,1,Dry,1
T20090001141,9,Unknown,1
T20090001143,9,Unknown,1
T20090001144,1,Dry,1
T20090001146,1,Dry,1
T20090001148,1,Dry,1
T20090001149,1,Dry,1
T20090001155,1,Dry,1
T20090001162,1,Dry,1
T20090001169,1,Dry,1
T20090001173,1,Dry,1
T20090001186,1,Dry,1
T20090001187,1,Dry,1
T20090001189,1,Dry,1
T20090001191,1,Dry,1
T20090001193,1,Dry,1
T20090001194,1,Dry,1
T20090001201,1,Dry,1
T20090001202,1,Dry,1
T20090001204,1,Dry,1
T20090001205,1,Dry,1
T20090001210,1,Dry,1
T20090001215,1,Dry,1
T20090001218,1,Dry,1
T20090001220,1,Dry,1
T20090001224,1,Dry,1
T20090001226,1,Dry,1
T20090001230,1,Dry,1
T20090001233,1,Dry,1
T20090001238,1,Dry,1
T20090001244,2,Wet,1
T20090001247,1,Dry,1
T20090001249,1,Dry,1
T20090001250,1,Dry,1
T20090001251,1,Dry,1
T20090001259,1,Dry,1
T20090001260,1,Dry,1
T20090001266,1,Dry,1
T20090001268,1,Dry,1
T20090001271,1,Dry,1
T20090001272,1,Dry,1
T20090001275,1,Dry,1
T20090001276,1,Dry,1
T20090001279,2,Wet,1
T20090001284,1,Dry,1
T20090001289,1,Dry,1
T20090001290,1,Dry,1
T20090001297,1,Dry,1
T20090001298,9,Unknown,1
T20090001299,1,Dry,1
T20090001302,1,Dry,1
T20090001303,1,Dry,1
T20090001304,1,Dry,1
T20090001306,1,Dry,1
T20090001309,1,Dry,1
T20090001317,1,Dry,1
T20090001322,9,Unknown,1
T20090001324,1,Dry,1
T20090001326,1,Dry,1
T20090001327,1,Dry,1
T20090001328,1,Dry,1
T20090001329,1,Dry,1
T20090001333,1,Dry,1
T20090001334,1,Dry,1
T20090001344,1,Dry,1
T20090001345,2,Wet,1
T20090001352,1,Dry,1
T20090001355,1,Dry,1
T20090001359,9,Unknown,1
T20090001367,1,Dry,1
T20090001370,1,Dry,1
T20090001381,1,Dry,1
T20090001384,1,Dry,1
T20090001386,1,Dry,1
T20090001387,1,Dry,1
T20090001391,1,Dry,1
T20090001397,1,Dry,0
T20090001399,1,Dry,1
T20090001402,1,Dry,1
T20090001403,1,Dry,1
T20090001408,1,Dry,1
T20090001409,1,Dry,1
T20090001411,1,Dry,0
T20090001414,1,Dry,1
T20090001415,1,Dry,1
T20090001417,1,Dry,1
T20090001419,1,Dry,1
T20090001422,1,Dry,1
T20090001423,1,Dry,1
T20090001424,1,Dry,1
T20090001430,1,Dry,1
T20090001434,1,Dry,1
T20090001440,1,Dry,1
T20090001443,1,Dry,1
T20090001449,1,Dry,1
T20090001452,1,Dry,1
T20090001458,1,Dry,1
T20090001460,1,Dry,1
T20090001462,1,Dry,1
T20090001463,1,Dry,1
T20090001469,1,Dry,1
T20090001471,1,Dry,1
T20090001472,1,Dry,1
T20090001473,1,Dry,1
T20090001474,1,Dry,1
T20090001484,1,Dry,1
T20090001485,1,Dry,1
T20090001488,1,Dry,1
T20090001489,1,Dry,1
T20090001491,1,Dry,1
T20090001492,1,Dry,1
T20090001495,1,Dry,1
T20090001497,1,Dry,1
T20090001498,1,Dry,1
T20090001500,1,Dry,1
T20090001501,1,Dry,1
T20090001502,2,Wet,1
T20090001503,1,Dry,1
T20090001508,1,Dry,1
T20090001510,1,Dry,1
T20090001515,1,Dry,1
T20090001519,9,Unknown,1
T20090001524,1,Dry,1
T20090001533,1,Dry,1
T20090001546,1,Dry,1
T20090001554,1,Dry,1
T20090001558,1,Dry,1
T20090001563,1,Dry,1
T20090001568,1,Dry,1
T20090001574,1,Dry,1
T20090001584,1,Dry,1
T20090001589,1,Dry,1
T20090001597,1,Dry,1
T20090001600,1,Dry,1
T20090001602,1,Dry,1
T20090001606,1,Dry,1
T20090001607,1,Dry,1
T20090001609,1,Dry,1
T20090001611,9,Unknown,1
T20090001612,9,Unknown,0
T20090001615,1,Dry,1
T20090001616,1,Dry,1
T20090001617,2,Wet,1
T20090001623,1,Dry,1
T20090001626,1,Dry,1
T20090001627,1,Dry,1
T20090001630,9,Unknown,1
T20090001631,1,Dry,1
T20090001632,1,Dry,1
T20090001633,1,Dry,1
T20090001638,1,Dry,1
T20090001640,1,Dry,1
T20090001644,1,Dry,1
T20090001647,1,Dry,1
T20090001651,1,Dry,1
T20090001653,9,Unknown,1
T20090001654,1,Dry,1
T20090001655,1,Dry,1
T20090001657,1,Dry,1
T20090001660,1,Dry,1
T20090001661,1,Dry,1
T20090001662,1,Dry,1
T20090001663,1,Dry,1
T20090001664,1,Dry,1
T20090001675,1,Dry,1
T20090001678,1,Dry,1
T20090001685,1,Dry,1
T20090001688,1,Dry,1
T20090001693,1,Dry,1
T20090001696,1,Dry,1
T20090001698,1,Dry,1
T20090001700,1,Dry,1
T20090001709,1,Dry,1
T20090001713,1,Dry,1
T20090001715,1,Dry,1
T20090001721,1,Dry,1
T20090001725,1,Dry,1
T20090001726,9,Unknown,1
T20090001727,1,Dry,1
T20090001730,1,Dry,0
T20090001732,1,Dry,1
T20090001735,1,Dry,1
T20090001738,1,Dry,1
T20090001739,1,Dry,1
T20090001740,1,Dry,1
T20090001741,1,Dry,1
T20090001742,1,Dry,1
T20090001744,2,Wet,1
T20090001745,1,Dry,1
T20090001748,1,Dry,1
T20090001751,1,Dry,1
T20090001753,1,Dry,1
T20090001754,1,Dry,1
T20090001756,2,Wet,1
T20090001757,1,Dry,1
T20090001762,1,Dry,1
T20090001765,1,Dry,1
T20090001766,1,Dry,1
T20090001767,1,Dry,1
T20090001768,1,Dry,1
T20090001771,1,Dry,1
T20090001772,1,Dry,1
T20090001776,1,Dry,1
T20090001777,1,Dry,0
T20090001780,1,Dry,1
T20090001782,1,Dry,1
T20090001785,1,Dry,1
T20090001786,1,Dry,1
T20090001790,9,Unknown,1
T20090001796,1,Dry,1
T20090001806,1,Dry,1
T20090001808,1,Dry,1
T20090001816,1,Dry,1
T20090001818,1,Dry,1
T20090001821,1,Dry,1
T20090001823,1,Dry,1
T20090001824,1,Dry,1
T20090001825,1,Dry,1
T20090001826,1,Dry,1
T20090001828,1,Dry,1
T20090001837,1,Dry,1
T20090001839,1,Dry,1
T20090001841,1,Dry,1
T20090001850,1,Dry,1
T20090001853,1,Dry,1
T20090001855,1,Dry,1
T20090001856,1,Dry,1
T20090001862,1,Dry,1
T20090001864,9,Unknown,1
T20090001873,1,Dry,1
T20090001888,1,Dry,1
T20090001898,1,Dry,1
T20090001903,1,Dry,1
T20090001904,1,Dry,1
T20090001909,1,Dry,1
T20090001912,1,Dry,1
T20090001915,1,Dry,1
T20090001918,4,Snowy,1
T20090001925,1,Dry,1
T20090001930,1,Dry,1
T20090001934,1,Dry,1
T20090001939,1,Dry,1
T20090001940,1,Dry,1
T20090001946,1,Dry,1
T20090001947,1,Dry,1
T20090001948,1,Dry,1
T20090001953,1,Dry,1
T20090001957,1,Dry,1
T20090001958,1,Dry,1
T20090001962,1,Dry,1
T20090001965,1,Dry,1
T20090001966,1,Dry,1
T20090001968,1,Dry,1
T20090001971,1,Dry,1
T20090001975,1,Dry,1
T20090001976,1,Dry,1
T20090001982,1,Dry,0
T20090001983,1,Dry,1
T20090001984,1,Dry,1
T20090001986,1,Dry,1
T20090001991,3,Muddy,1
T20090001995,1,Dry,1
T20090001999,1,Dry,1
T20090002000,1,Dry,1
T20090002001,1,Dry,1
T20090002005,1,Dry,1
T20090002006,1,Dry,1
T20090002007,1,Dry,1
T20090002011,1,Dry,1
T20090002013,1,Dry,0
T20090002015,9,Unknown,1
T20090002016,1,Dry,1
T20090002017,1,Dry,1
T20090002019,1,Dry,1
T20090002020,1,Dry,1
T20090002023,1,Dry,1
T20090002024,1,Dry,1
T20090002025,1,Dry,1
T20090002026,1,Dry,1
T20090002029,1,Dry,1
T20090002031,1,Dry,1
T20090002036,1,Dry,1
T20090002041,1,Dry,1
T20090002046,1,Dry,1
T20090002048,1,Dry,1
T20090002054,1,Dry,1
T20090002055,1,Dry,1
T20090002060,1,Dry,1
T20090002065,1,Dry,1
T20090002067,1,Dry,1
T20090002068,1,Dry,1
T20090002069,1,Dry,1
T20090002070,1,Dry,1
T20090002079,2,Wet,0
T20090002080,1,Dry,1
T20090002081,1,Dry,1
T20090002083,1,Dry,1
T20090002096,1,Dry,1
T20090002097,1,Dry,1
T20090002103,1,Dry,1
T20090002104,1,Dry,1
T20090002106,1,Dry,1
T20090002108,1,Dry,1
T20090002109,1,Dry,1
T20090002114,1,Dry,1
T20090002118,1,Dry,1
T20090002119,1,Dry,1
T20090002122,1,Dry,1
T20090002123,1,Dry,1
T20090002125,1,Dry,1
T20090002127,1,Dry,1
T20090002130,1,Dry,1
T20090002136,2,Wet,1
T20090002138,1,Dry,1
T20090002140,1,Dry,1
T20090002141,1,Dry,1
T20090002144,1,Dry,1
T20090002145,1,Dry,1
T20090002146,1,Dry,1
T20090002147,1,Dry,1
T20090002148,9,Unknown,1
T20090002151,1,Dry,1
T20090002156,1,Dry,1
T20090002157,1,Dry,1
T20090002160,1,Dry,1
T20090002161,1,Dry,1
T20090002164,1,Dry,1
T20090002167,1,Dry,1
T20090002172,9,Unknown,1
T20090002176,1,Dry,1
T20090002177,1,Dry,1
T20090002179,1,Dry,1
T20090002180,1,Dry,1
T20090002190,1,Dry,1
T20090002196,1,Dry,1
T20090002198,1,Dry,1
T20090002200,1,Dry,1
T20090002203,1,Dry,0
T20090002206,1,Dry,1
T20090002208,1,Dry,1
T20090002209,1,Dry,1
T20090002211,1,Dry,1
T20090002214,1,Dry,1
T20090002215,1,Dry,1
T20090002218,1,Dry,1
T20090002220,1,Dry,1
T20090002226,1,Dry,1
T20090002230,1,Dry,1
T20090002233,1,Dry,1
T20090002236,1,Dry,1
T20090002237,1,Dry,0
T20090002239,1,Dry,1
T20090002245,1,Dry,1
T20090002246,9,Unknown,1
T20090002250,1,Dry,1
T20090002255,1,Dry,1
T20090002259,1,Dry,1
T20090002267,1,Dry,1
T20090002268,1,Dry,1
T20090002275,1,Dry,1
T20090002276,1,Dry,1
T20090002277,1,Dry,1
T20090002280,1,Dry,1
T20090002281,1,Dry,1
T20090002285,1,Dry,1
T20090002287,1,Dry,1
T20090002292,1,Dry,1
T20090002315,9,Unknown,1
T20090002317,1,Dry,1
T20090002320,1,Dry,1
T20090002321,1,Dry,1
T20090002324,1,Dry,1
T20090002327,1,Dry,1
T20090002332,1,Dry,1
T20090002333,1,Dry,1
T20090002336,1,Dry,1
T20090002338,1,Dry,1
T20090002339,1,Dry,1
T20090002346,1,Dry,1
T20090002349,1,Dry,1
T20090002355,1,Dry,1
T20090002356,1,Dry,1
T20090002362,1,Dry,1
T20090002365,1,Dry,1
T20090002366,9,Unknown,1
T20090002367,1,Dry,1
T20090002369,1,Dry,1
T20090002370,1,Dry,1
T20090002371,1,Dry,1
T20090002373,1,Dry,1
T20090002374,1,Dry,1
T20090002378,9,Unknown,1
T20090002380,1,Dry,1
T20090002381,1,Dry,1
T20090002382,1,Dry,1
T20090002391,1,Dry,1
T20090002392,9,Unknown,1
T20090002397,1,Dry,1
T20090002399,1,Dry,1
T20090002401,1,Dry,1
T20090002403,1,Dry,1
T20090002404,1,Dry,1
T20090002405,1,Dry,1
T20090002406,1,Dry,1
T20090002407,1,Dry,1
T20090002419,1,Dry,1
T20090002422,1,Dry,1
T20090002423,1,Dry,1
T20090002426,1,Dry,1
T20090002436,1,Dry,1
T20090002440,1,Dry,1
T20090002442,1,Dry,1
T20090002445,1,Dry,1
T20090002446,1,Dry,1
T20090002447,1,Dry,1
T20090002448,1,Dry,1
T20090002453,1,Dry,1
T20090002456,1,Dry,1
T20090002457,1,Dry,1
T20090002461,1,Dry,1
T20090002462,1,Dry,1
T20090002463,1,Dry,1
T20090002465,1,Dry,1
T20090002469,1,Dry,1
T20090002472,1,Dry,1
T20090002487,1,Dry,1
T20090002488,1,Dry,0
T20090002495,9,Unknown,1
T20090002498,1,Dry,1
T20090002501,1,Dry,1
T20090002506,1,Dry,1
T20090002508,1,Dry,1
T20090002509,1,Dry,0
T20090002510,2,Wet,0
T20090002511,1,Dry,1
T20090002513,1,Dry,1
T20090002521,1,Dry,1
T20090002522,1,Dry,1
T20090002525,1,Dry,1
T20090002531,1,Dry,1
T20090002537,2,Wet,1
T20090002539,1,Dry,1
T20090002544,1,Dry,1
T20090002550,1,Dry,1
T20090002551,1,Dry,1
T20090002555,1,Dry,1
T20090002563,1,Dry,1
T20090002570,1,Dry,1
T20090002572,1,Dry,1
T20090002577,1,Dry,1
T20090002579,1,Dry,1
T20090002581,1,Dry,1
T20090002583,1,Dry,1
T20090002587,9,Unknown,1
T20090002592,1,Dry,1
T20090002593,9,Unknown,1
T20090002599,1,Dry,1
T20090002602,1,Dry,0
T20090002608,1,Dry,1
T20090002611,1,Dry,1
T20090002612,1,Dry,1
T20090002632,1,Dry,1
T20090002634,1,Dry,1
T20090002635,1,Dry,1
T20090002638,1,Dry,1
T20090002639,1,Dry,1
T20090002640,1,Dry,1
T20090002641,1,Dry,1
T20090002647,9,Unknown,1
T20090002649,2,Wet,1
T20090002649,3,Muddy,2
T20090002652,1,Dry,1
T20090002657,1,Dry,1
T20090002660,1,Dry,1
T20090002662,1,Dry,1
T20090002663,1,Dry,1
T20090002664,1,Dry,1
T20090002668,1,Dry,1
T20090002669,1,Dry,1
T20090002671,1,Dry,1
T20090002672,1,Dry,1
T20090002686,1,Dry,1
T20090002687,1,Dry,1
T20090002690,1,Dry,1
T20090002691,1,Dry,1
T20090002694,1,Dry,1
T20090002697,1,Dry,1
T20090002698,1,Dry,1
T20090002699,1,Dry,1
T20090002700,1,Dry,1
T20090002705,1,Dry,1
T20090002707,1,Dry,1
T20090002710,1,Dry,1
T20090002716,1,Dry,1
T20090002717,1,Dry,1
T20090002723,1,Dry,1
T20090002735,1,Dry,1
T20090002737,1,Dry,1
T20090002739,1,Dry,1
T20090002741,1,Dry,1
T20090002746,1,Dry,1
T20090002748,1,Dry,1
T20090002751,1,Dry,1
T20090002758,1,Dry,1
T20090002762,1,Dry,1
T20090002763,1,Dry,1
T20090002769,1,Dry,1
T20090002771,1,Dry,1
T20090002776,1,Dry,1
T20090002777,1,Dry,1
T20090002792,1,Dry,1
T20090002793,1,Dry,1
T20090002802,1,Dry,1
T20090002803,1,Dry,1
T20090002804,1,Dry,1
T20090002806,1,Dry,1
T20090002811,1,Dry,1
T20090002816,1,Dry,1
T20090002818,1,Dry,1
T20090002820,1,Dry,1
T20090002830,1,Dry,1
T20090002836,1,Dry,1
T20090002839,1,Dry,1
T20090002840,1,Dry,1
T20090002841,1,Dry,1
T20090002842,1,Dry,1
T20090002847,1,Dry,1
T20090002854,1,Dry,1
T20090002855,1,Dry,1
T20090002861,1,Dry,1
T20090002870,1,Dry,1
T20090002873,1,Dry,1
T20090002875,1,Dry,1
T20090002878,1,Dry,1
T20090002879,1,Dry,1
T20090002883,1,Dry,1
T20090002885,1,Dry,1
T20090002886,1,Dry,1
T20090002887,1,Dry,1
T20090002888,1,Dry,1
T20090002891,1,Dry,1
T20090002892,1,Dry,1
T20090002894,1,Dry,1
T20090002896,1,Dry,1
T20090002898,1,Dry,1
T20090002904,1,Dry,1
T20090002907,1,Dry,1
T20090002909,1,Dry,1
T20090002911,1,Dry,1
T20090002914,1,Dry,1
T20090002917,1,Dry,1
T20090002918,1,Dry,1
T20090002920,1,Dry,1
T20090002926,1,Dry,1
T20090002928,1,Dry,1
T20090002929,1,Dry,1
T20090002932,1,Dry,1
T20090002935,1,Dry,1
T20090002944,1,Dry,1
T20090002946,1,Dry,1
T20090002947,1,Dry,1
T20090002954,1,Dry,1
T20090002957,1,Dry,1
T20090002958,1,Dry,1
T20090002959,1,Dry,1
T20090002961,1,Dry,1
T20090002963,1,Dry,1
T20090002964,1,Dry,1
T20090002965,1,Dry,1
T20090002968,1,Dry,1
T20090002970,1,Dry,1
T20090002975,1,Dry,1
T20090002981,1,Dry,1
T20090002983,1,Dry,1
T20090002984,1,Dry,1
T20090002985,1,Dry,1
T20090002989,1,Dry,1
T20090002990,2,Wet,1
T20090002991,1,Dry,1
T20090002994,1,Dry,1
T20090002998,1,Dry,1
T20090002999,1,Dry,1
T20090003002,1,Dry,1
T20090003010,1,Dry,0
T20090003011,1,Dry,1
T20090003017,1,Dry,1
T20090003019,1,Dry,1
T20090003020,1,Dry,1
T20090003022,1,Dry,1
T20090003023,1,Dry,1
T20090003024,1,Dry,1
T20090003027,1,Dry,1
T20090003033,1,Dry,1
T20090003035,1,Dry,1
T20090003038,1,Dry,1
T20090003039,1,Dry,1
T20090003042,1,Dry,1
T20090003043,1,Dry,1
T20090003046,1,Dry,1
T20090003048,1,Dry,1
T20090003050,1,Dry,1
T20090003063,1,Dry,1
T20090003064,1,Dry,1
T20090003073,1,Dry,1
T20090003076,1,Dry,1
T20090003078,1,Dry,1
T20090003083,1,Dry,1
T20090003085,1,Dry,1
T20090003087,1,Dry,1
T20090003094,1,Dry,1
T20090003098,1,Dry,1
T20090003100,1,Dry,1
T20090003104,1,Dry,1
T20090003108,1,Dry,1
T20090003116,1,Dry,1
T20090003120,1,Dry,1
T20090003122,1,Dry,1
T20090003123,1,Dry,1
T20090003126,1,Dry,1
T20090003132,1,Dry,1
T20090003135,1,Dry,1
T20090003145,1,Dry,1
T20090003147,1,Dry,1
T20090003148,1,Dry,1
T20090003150,1,Dry,1
T20090003152,1,Dry,1
T20090003156,1,Dry,1
T20090003157,1,Dry,1
T20090003160,1,Dry,1
T20090003163,1,Dry,1
T20090003165,1,Dry,1
T20090003169,1,Dry,1
T20090003170,1,Dry,1
T20090003171,1,Dry,1
T20090003172,1,Dry,1
T20090003178,1,Dry,1
T20090003180,1,Dry,1
T20090003181,1,Dry,1
T20090003187,1,Dry,1
T20090003193,1,Dry,1
T20090003202,1,Dry,1
T20090003203,1,Dry,1
T20090003206,1,Dry,1
T20090003207,1,Dry,1
T20090003208,1,Dry,1
T20090003211,1,Dry,1
T20090003212,1,Dry,1
T20090003214,1,Dry,1
T20090003215,1,Dry,1
T20090003217,1,Dry,1
T20090003218,1,Dry,1
T20090003219,1,Dry,1
T20090003220,1,Dry,1
